162,Add_2020,Add_7200,Ar_7/229,Manuscrit_4122,Or_2313,Sachau_162,Sado_no_9,Syr_80
,ܘܐܬܐܨܦܪܐ,,ܘܐܬܐܨܦܪܐ,,ܘܐܬܐܨܦܪܐ,,,
,ܚܙܝܗܝܘܐܡܪܠܗ܂,,ܚܕ,ܚܕ,ܚܙܝܗܝܘܐܡܪܠܗ܂,,ܚܕ,ܚܕ
,,,ܐܫܟܚܗܘܐܡܪܠܗ܆,ܘܐܡܪ,,,ܘܐܡܪ,ܘܐܡܪ
,,,,,,,ܠܗ,ܠܗ
,,,,ܡܢܐ,,,ܡܢܐ,ܡܢܐ
,,,,ܥܒܕܬܝ,,,ܥܒܕܬܝ,ܥܒܕ܆ܬܝܗܪܟܐ܂
,,,,ܗܪܟܐ܆,,,ܗܪܟܐ,
,,,,ܐܡܪܐܠܗ,,,ܐܡܪܐܠܗ,ܐܡܪܐܠܗ
,ܡܢܐ,,ܡܢܐ,,ܡܢܐ,,ܡܢܐ,
,ܥܒܕܐܢܬܗܪܟܐ܂,,ܥܒܕܐܢܬܗܪܟܐ܂,,ܥܒܕܐܢܬܗܪܟܐ܂,,ܦܚܐܗܝ,
,,,ܘܐܡܪܠܗܦܚܐܗܘ܆,,,,,
,ܐܡܪܠܗ,,,,ܐܡܪܠܗ,,,
,ܦܚܐ܉ܠܐܠܗ,,,,ܦܚܐ܂,,,
,,,ܠܐܠܗܐ,ܠܐܠܗܐ,ܠܐܠܗܐ,,ܠܐܠܗܐ,ܠܐܠܗܐ
,ܡܨܠܐ,,ܡܨܠܐ,ܡܨܠܝܐ,ܡܨܠܐ,,ܡܨܠܝܐ,ܡܨܠܝܐ
,ܐ̄ܢܐ܂,,ܐܢܐ܂ܘܐܡܪܠܗ܂ܨܦܪܐ,ܐَܢܐ܆,ܐܢܐ,,ܐ̄ܢܐ܂,ܐ̄ܢܐ܂
,,,,ܐܡܪܠܗ,,,,
,ܐܡܪܠܗ,,,,ܐܡܪܠܗ,,ܐܡܪܠܗ,ܐܡܪܠܗ
,ܨܦܪܐ܂ܘܗܘ,,,ܩܘܦܫܝܢܐ,ܨܦܪܐ܂ܘܗܘ,,ܩܘܦܫܝܢܐܗܘ,ܩܘܦܫܝܢܐ
,,,ܗܘ܆,ܗܘ܆,,,,ܗܘ܆
,,,ܗܢܐܕܐܝܬܘܗܝ,ܘܗܢܐܡܕܡ,,,ܘܗܢܐܡܕܡ,ܘܗܢܐܡܕܡ
,ܕܐܝܬ,,,ܕܐܝܬ,ܕܐܝܬ,,ܕܐܝܬ,ܕܐܝܬ
,ܒܦܘܡܟ,,ܒܦܘܡܟ,ܒܦܘܡܟܝܡܢܐ,ܒܦܘܡܟ,,ܒܦܘܡܟܝܡܢܐ,ܒܦܘܡܟܝܡܢܐ
,ܡܢܘ܂ܐܡܪ,,قُبرّۃܡܢܘ܂ܐܡܪܠܗܦܚܐ܆,ܐܝܬܘܗܝ܆,ܡܢܘ܂ܐܡܪ,,ܐܝܬܘܗܝ܂,ܐܝܬܘܗܝ܂
,ܦܚܐ܂,,,ܐܡܪܐܠܗܦܚܐ,ܦܚܐ,,ܐܡܪܐܠܗܦܚܐ,ܐܡܪܐܠܗܦܚܐ
,ܠܚܡ,,ܠܚܡܐ,ܠܚܡܐ,ܠܚܡ,,ܠܚܡܐ,ܠܚܡܐ
,ܥܪ̈ܨܐ܂,,ܕܡܣܟ̈ܢܐܘܕܟܦ̈ܢܐ܂,ܕܟܦ̈ܢܐܐܝܬܘܗܝ܆,ܥܪ̈ܨܐ,,ܕܟܦܢܐܐܝܬܘܗܝ,ܕܟܦܢ̈ܐܐܝܬܘܗܝ܂
,ܘܩܪܒ,,ܘܩܪܒ,ܘܩܪܒ,ܘܩܪܒ,,ܘܩܪܒ,ܘܩܪܒ
,ܨܦܪܐ,,ܩܘܦܫܝܢܐ,ܩܘܦܫܝܢܐ,ܨܦܪܐ,,ܩܘܦܫܝܢܐ,ܩܘܦܫܝܢܐ
,ܗܘ,,ܕܢܣܒܡܢܗ܂ܘܠܒܟܗܦܚܐ,ܗܘ,ܗܘ,,ܗܘ,ܗܘ
,ܕܢܣܒܗ܂,,,ܕܢܣܒܝܘܗܝܘܠܒܟܗ,ܕܢܣܒܝܗ܂,,ܕܢܣܒܘܗܝܘܠܒܟܘ,ܕܢܣܒܝܘܗܝܘܠܒܟܗ
,ܘܨܕܗ,,,ܦܚܐܗܘ,ܘܨܕܗ,,ܦܚܐܗܘ,ܦܚܐܗܘ
,ܒܨܘܪܗ܂,,ܒܨܘܪܗ܂,ܒܨܘܪܗ܆,ܒܨܘܪܗ܂,,ܒܨܘܪܗ,ܒܨܘܪܗ܂
,ܘܟܕ,,ܘܐܡܪܠܗܩܘܦܫܝܢܐ܂,ܘܟܕ,ܘܟܕ,,ܘܟܕ,ܘܟܕ
,ܡܬܛܪܦ,,,ܡܬܛܪܦ,ܡܐܛܪܦ,,ܡܬܛܪܦ,ܡܬܛܪܦ
,ܨܦܪܐ,,,,ܨܦܪܐ,,ܘܐܡܪ,
,ܐܡܪ܂,,,ܐܡܪ,ܐܡܪ,,,ܐܡܪ
,,,,ܩܘܦܫܝܢܐ,,,ܩܘܦܫܝܢܐ,ܩܘܦܫܝܢܐ
,,,,ܗܘ܆,,,,ܗܘ܂
,,,,,,,ܗܘ,
,ܐܢ,,ܐܢ,ܐܢ,ܐܢ,,ܐܢ,ܐܢ
,,,,,ܗܘ,,,
,,,,ܗܢܐܐܝܬܘܗܝ,,,ܗܫܐ,ܗܢܐܐܝܬܘܗܝ
,ܗܢܘ,,ܗܢܘ,,ܗܢܘ,,,
,ܠܚܡܐܕܥܪ̈ܨܐ܂,,ܠܚܡܟ܂,ܠܚܡܐ,ܠܚܡܐ,,ܠܚܡܐ,ܠܚܡܐ
,,,,ܕܝܗܒܬ,ܕܥܨܪ̈ܐ܂,,ܕܝܗܒܬ,ܕܝܗ̄ܒܬܠܡܣܟܢ̈ܐ܂
,,,,ܠܡܣ̈ܟܢܐ܆,,,ܠܡܣܟ̈ܝܢܐ܂,
,,,,ܗܘ,,,ܗܘ,ܗܘ
,ܐܠܗܐܕܡܨܠܐ,,ܐܠܗܐܕܡܨܠܐ,ܐܠܗܐܕܡܨܠܐ,ܐܠܗܐܕܡܨܠܐ,,ܐܠܗܐܕܡܨܠܐ,ܐܠܗܐܕܡܨܠܐ
,ܐܢܬ,,ܐܢܬ,ܐܢَܬ,ܐܢܬ,,ܐܝܬ,ܐܢ̄ܬ
,ܠܗ܂,,ܠܗ܂,ܠܗ,ܠܗ,,ܠܗ,ܠܗ
,ܠܐ,,ܠܐ,ܠܐ,ܠܐ,,ܠܐ,ܠܐ
,ܢܫܡܥ,,ܢܫܡܥ,ܢܫܡܥ,ܢܫܡܥ,,ܫܡܥ,ܢܫܡܥ
,ܠܩܠܟ܂,,ܨܠܘܬܟ܀٦٤܆,ܩܠܟ܆,ܠܩܠܟ܂,,ܩܠܟ܂,ܩܠܟ܂
,ܗܘܝܬ,,ܗܘܝܬ,ܗܘܝܬܠܝ,ܘܗܘܝܬ,,ܗܘܝܬ܂,ܗܘܝܬܠܝ
,,,,ܒܪܝ,ܠܝ,,ܠܝ,
,ܒܪܝܐܝܟ,,,ܐܝܟܚܓܠܐ,ܒܪܝܐܝܟ,,ܒܪܝܐܝܟ,ܐܝܟܚܓܠܐ
,,,,,,,ܐܪܝܐܕܚܓܠܐ,
,,,,ܕܠܐܡܦܨܐܢܦܫܗܡܢ,,,ܕܠܐܡܦܨܐܢܦܫܗܡܢ,ܕܠܐܡܦܨܐܢܦܫܗܡܢ
,,,,ܡܘܬܐ܆,,,ܡܘܬܐܘܠܚܒܪܬ,ܡܘܬܐ܂
,,,,ܘܠܚܒܪ̈ܘܗܝ,,,,ܘܠܚܒܪ̈ܘܗܝ
,,,,ܠܘܬܗ,,,ܠܘܬܗ,ܠܘܬܗ
,,,,ܡܟܢܫ܆,,,ܡܟܢܫܗ,ܡܟܢܫ
,,,,ܘܡܛܒܥܠܗܘܢ,,,ܘܡܛܒܥܠܗܘܢ,ܘܡܛܒܥܠܗܘܢ
,,,,ܒܩܛܠܐ܆,,,ܒܩܛܠܐ,ܒܩܛܠܐ܂ܗܘܝܬܠܝܐܝܟܐ̄ܢܫܕܒܣܪ
,,,,ܗܘܝܬܠܝܒܪܝܐܝܟ,,,ܗܘܝܬܠܝܒܪܝܐܝܟ,
,,,,ܐَܢܫ,,,ܐܪܝܐ,
,,,,ܕܒܣܪ,,,ܕܒܣܪ,
,,,,ܥܠ,,,ܥܠ,ܥܠ
,ܬܘܪܐ,,,ܬܘܪܐ,ܬܘܪܐ,,ܬܘܪܐ,ܬܘܪܐ
,ܕܐܣܝܪܥܡ,,,,ܕܐܣܝܪܥܡ,,ܘܬܡܢ,
,ܐܪܝܐ܂,,,ܫܒܩ,ܪܝܐ܂,,ܫܒܩ,ܫܒܩ
,ܘܐܬܦܢܝܐܪܝܐܘܬܒܪܗ܂ܘܗܘܝܬ,,,ܐܢܘܢ,ܘܐܬܦܢܝܐܪܝܐܘܬܒܪܗ܂ܘܗܘܝܬ,,ܠܗܘܢܠܚܝ̈ܘܗܝ܂ܗܘܝܬ,ܐܢܘܢ
,,,,ܠܚܝ̈ܘܗܝ܆,,,,ܠܚܝܘ̈ܗܝ܂
,,,,ܗܘܝܬ,,,,ܗܘܝܬ
,ܠܝ,,ܠܝ,ܠܝ,ܠܝ,,,ܠܝ
,ܒܪܝܐܝܟܩܠܡܐ,,ܒܪܝܐܝܟܩܠܡܐ,ܒܪܝܐܝܟܩܠܡܐ,ܒܪܝܐܝܟܩܠܡܐ,,ܒܪܝܐܝܟܩܠܡܐ,ܒܪܝܐܝܟܩܠܡܐ
,ܕܥܒܘܪܐܕܚܪܒܬܐܘܨܪ̈ܐ,,ܕܚܛ̈ܐ܂ܕܐܟܠܐܒܐܥܦ̈ܐܣܓ̈ܝܐܐ܂ܘܠܡܕܡܠܐܚܫܚܐ܀܂܂܂܂܂܂܂٦٥܆ܗܘܝܬܠܝܒܪܝܐܝܟܚܓܠܐܕܢܦܫܗܡܢܨܝܕܐܠܐܫܘܙܒ܆ܘܒܩܠܗܒܣܝܡܐܠܣܓܝ̈ܐܐܡܛܒܥܗܗܘܐ܀٦٦܆ܗܘܝܬܠܝܒܪܝܐܝܟܟܠܒܐܕܩܪܝܫܗܘܐܠܗ܂ܘܥܠܠܒܝܬܒܚܪ̈ܐالذينيشتغلونبالكورܕܢܫܚܢ܂,ܕܐܟܠܬܥܒܘܪܐ,ܕܥܒܘܪܐܕܚܪܒܬܐܘܨܪ̈ܐ,,ܕܐܟܠܬܥܒܘܪܐ,ܕܐܟܠܬܥܒܘܪܐ
,ܕܡܠ̈ܟܐ܂,,,ܕܐܘܨܪ̈ܐ,ܕܡ̈ܠܟܐ܂,,ܘܬܘܕܑܘܨܪ̈ܐܕܡܠܟܐ܂ܘܗܘܝ,ܕܐܘܨܪ̈ܐ
,,,,ܕܡܠܟ̈ܐ܆,,,,ܕܡܠܟ̈ܐ܁
,ܘܗܝ,,,ܘܗܝ,ܘܗܝ,,,ܘܗܝ
,ܒܡܕܡ,,,ܠܡܕܡ,ܒܡܕܡ,,ܠܡܕܡ,ܠܡܕܡ
,ܠܐ,,,ܠܐ,ܠܐ,,ܠܐ,ܠܐ
,ܚܫܝܒܐ܂,,,ܟܫܪܬ܆,ܚܫܝܒܐ܂,,ܟܫܪܬ,ܟܫܪܬ܂
,ܗܘܝܬܠܝ,,,ܗܘܝܬܠܝ,ܗܘܝܬܠܝ,,ܗܘܝܬܠܝ,ܗܘܝܬܠܝ
,ܒܪܝ܂,,,ܒܪܝ,ܒܪܝ,,ܒܪܝ,ܒܪܝ
,ܐܝܟܩܕܪܐ,,,ܐܝܟܩܕܪܐ,ܐܝܟܩܕܪܐ,,ܐܝܟܩܕܪܐ,ܐܝܟܩܕܪܐ
,ܕܥܒܕܘ,,,ܕܐܝܬ,ܕܥܒܕܘ,,ܕܐܝܬ,ܕܐܝܬ
,ܠܗ,,,ܠܗ,ܠܗ,,ܠܗ,ܠܗ
,ܐܕ̈ܢܐܕܕܗܒܐ܂,,,ܐܕ̈ܫܐܕܕܗܒܐ,ܐܕ̈ܢܐܕܕܗܒܐ܂,,ܐܪܝ̈ܐܕܗܒܐ,ܐܕ̈ܢܐܕܕܗܒܐ܂
,ܘܗܝܐܫܬܗܡܢܫܘܚܪܐ,,,ܘܡܢܫܚܘܪܐ,ܘܗܝܐܫܬܗܡܢܫܘܚܪܐ,,ܘܡܢܫܚܘܪܐ,ܘܡܢܫܚܘܪܐ
,ܠܐ,,,ܠܐ,ܠܐ,,ܠܐ,ܠܐ
,ܡܬܓܪܕܝܐ܂,,,ܡܬܓܪܕܐ,ܡܬܓܪܕܝܐ,,ܡܬܓܪܕܝܐ,ܡܬܓܪܕܐ
,,,,ܗَܘܬ܆,,,ܗܘܬ,ܗ̄ܘܬ܂
,ܗܘܝܬܠܝܒܪܝܐܝܟܐܟܪܐܕܙܪܥ,,,ܗܘܝܬܠܝܒܪܝܐܝܟܐܟܪܐܕܙܪܥ,ܗܘܝܬܠܝܒܪܝܐܝܟܐܟܪܐܕܙܪܥ,,ܗܘܝܬܠܝܒܪܝܐܝܟܐܟܪܐܕܙܪܥ,ܗܘܝܬܠܝܒܪܝܐܝܟܐܟܪܐܕܙܪܥ
,,,,ܠܗ,,,ܠܗ,ܠܗ
,ܐܫܟܪܐ,,,ܐܫܟܪܐ,ܐܫܟܪܐ,,ܐܫܟܪܐ,ܐܫܟܪܐ
,ܕܥܣܪܝܢ,,,ܕܐܝܬܒܗ,ܕܥܣܪܝܢ,,ܒܐܝܬܗܥܣܪܝܢܣܐܝܢ܂,ܕܐܝܬܒܗ
,ܡܕ̈ܘܬܐ,,,,ܡܕܘ̈ܬܐ,,,ܥܣܪ̈ܝܢܣܐܝ̈ܢ܂
,ܕܣܥܪ̈ܐ܂,,,,ܕܣܥܪ̈ܐ܂,,,
,ܘܟܕ,,ܘܟܕ,,ܘܟܕ,,ܘܟܕ,
,ܚܨܕܗ,,ܫܚܢܠܗ܂ܫܪܝܕܢܒܚܒܗܘܢ܀(ܐܒܚنبح)܂܂܂܂܂܂٦٧܆ܗܘܝܬܠܝܒܪܝܐܝܟܗܘܕܐܝܕܗܠܦܘܡܚܒܪܗ܂ܘܨܒܥܐܕܚܒܪܗܠܥܝܢܐܕܝܠܗ܀٦٨܆ܒܪܝܟܠܒܐܕܡܢܨܝܕܗܠܐܐܟܠ܆ܡܢܬܐܕܕܐܒ̈ܐܗܘܐ܀٦٩܆ܒܪܝ܂ܐܝܕܐܕܠܐܟܫܪܐܡܢܫܚܬܗ܂ܬܬܦܫܚ܀تُفسخ٧٠܆ܒܪܝ܂ܥܝܢܐܕܠܐܚܙܐܐܝܬܒܗ܆ܠܥܘܪ̈ܒܐܥܘܪ̈ܒܐܢܚܨܘܢܗ܀܂܂܂܂܂܂٧١܆ܒܪܝ܂,,ܚܙܕܗ,,ܚܨܕܗ,
,ܥܒܕܬ,,,,ܥܒܕܬ,,ܐܦܩܬ,
,ܠܗ,,,,ܠܗ,,ܠܗ,
,ܥܣܪܝܢ,,,ܥܣܪܝܢ,ܥܣܪܝܢ,,ܥܣܪܝܢ,
,ܡܕ̈ܘܬܐܘܐܡܪܠܗ܂,,,ܣܐܝ̈ܢ܆,ܡܣܘܬܐ,,ܣܐܢ,
,,,,ܥܢܐܐܟܪܐ,,,ܥܢܐܐܟܪܐ,ܥܢܐܐܟܪܐ
,,,,ܗܘ,,,ܗܘ,ܗܘ
,,,,ܘܐܡܪ,ܘܐܡܪ,,ܘܐܡܪ,ܘܐܡܪ
,,,,ܠܗ܆,ܠܗ,,ܠܗ,ܠܗ
,ܗܘ,,,,ܗܘ,,,
,,,,,,,,܂
,ܡܕܡܕܒܕܪܬܟܢܫܬ܂ܐܠܐܒܗܬܐܐܢܬܝ,,,ܐܢܐ,ܡܕܡܕܒܕܪܬܟܢܫܬ܂ܐܠܐܒܗܬܐܐܢܬܝ,,ܐܢܐ,ܐܢܐ
,ܒܫܡܟܝ,,,ܒܛܠܬܟܝܐܪܥܐ܆ܐܢَܬ,ܒܫ[܂]ܟܝ܂,,ܒܛܠܬܒܟܝ,ܒܛܠܬܒܟܝ
,ܒܝܫܐ܂,,,,ܒܝܫܐ܂,,ܐܪܥܐܐܢ̄ܬܝ,ܐܪܥܐ܂ܐܢ̄ܬ
,ܕܡܘܕܝܐܡܘܕܝܐ,,,ܕܝܢܠܐ,ܕܡܘܕܢܐܡܘܕܢܐ,,ܕܝܢܠܐ,ܕܝܢܠܐ
,ܥܒܕܬܝ܂ܘܐܢܐܚܝܐ,,,ܒܗܬܬܝܕܣܐܐܒܣܐܐ,ܥܒܕܬܝ܂ܘܐܢܐܚܝܐ,,ܒܗܬܬܘܣܠܐܒܣܠܐ,ܒܗܬܬܝܕܣܐܐܒܣܐܐ
,ܐ̄ܢܐ܂,,,ܡܥܠܐ,ܐܢܐ܂,,ܡܥܠܐ,ܡܥܠܐ
,ܗܘܝܬܠܝ,,ܗܘܝܬܠܝ,ܗܘܝܬܝ܆,ܗܘܝܬܠܝ,,ܗܘܝܬܗܘܝܬܝܠܝܒܪܝܐܝܟܬܝܫܐܕܥܙܐܕܡܥܠ܂܂܂,ܗܘܝܬܝ܂
,ܒܪܝܐܝܟ,,ܐܝܟܐܝܠܢܐܕܐܡܪܠܦܣܘܩܘ̈ܗܝ܆ܕܐܠܘܠܐܕܐܝܬܡܢܝܒܐܝܕܝ̈ܟܘܘܢ܆ܚܝܠܝ,ܗܘܝܬܠܝܒܪܝܐܝܟܬܝܫܐܕܥܙ̈ܐ,ܒܪܝܐܝܟ,,,ܗܘܝܬܠܝܒܪܝܐܝܟܬܝܫܐܕܥܙ̈ܐ
,ܐܪܝܐ,,,ܕܩܪܐ,ܐܪܐ,,,ܕܩܪ̈ܐ
,ܕܨܦܪܐ܂,,,ܚܒܪ̈ܘܗܝ,ܕܨܦܪܐ܂,,,ܚܒܪ̈ܘܗܝ
,,,,ܠܘܬ,ܕܗܘ,,ܠܘܬ,ܠܘܬ
,,,,ܛܒ̈ܚܐ܆,,,ܛܒܚܐܚܒܪ̈ܘܗܝܠܘܝ,ܛܒܚ̈ܐ܂
,ܗܘ,,,ܘܗܘ,,,ܗܘ,ܘܗܘ
,ܠܢܦܫܗ,,,ܠܢܦܫܗ,ܠܢܦܫܗ,,ܠܢܦܫܗ,ܠܢܦܫܗ
,ܡܢ,,,ܡܢ,ܡܢ,,ܢܟܣܬܐ,ܡܢ
,ܡܘܬܐ,,,ܫܟܣܬܐܠܐܡܫܘܙܒ܆,ܡܘܬܐ,,,ܢܟ̱ܣܬܐ
,ܠܐ,,,,ܠܐ,,ܠܐ,
,ܡܫܘܙܒ܂ܘܠܩܠܗܚܒܪ̈ܘܗܝܡܛܒܥ܂ܗܘܝܬܠܝܒܪܝܐܝܟܬܝܫܐܕܡܥܠܚܒܪ̈ܘܗܝܠܒܝܬ,,,,ܡܫܘܙܒ܂ܘܠܩܠܗܚܒܪ̈ܘܗܝܡܛܒܥ܂ܗܘܝܬܠܝܒܪܝܐܝܟܬܝܫܐܕܡܥܠܚܒܪ̈ܘܗܝܠܒܝܬ,,ܡܫܘܙܒ,
,ܛܒܚ̈ܐ܂,,,,ܛܒܚܐ܂,,,
,ܘܗܘܠܢܦܫܗ,,,,ܘܗܘܠܢܦܫܗ,,,
,ܠܐ,,ܠܐ,,ܠܐ,,,ܠܐ
,ܡܫܘܙܒ܂,,ܡܨܝܢܗܘܝܬܘܢ܀܂܂܂܂܂غرابunclear٧٢܆ܒܪܝ܆ܛܒܐܣܝܒܘܬܗܕܢܫܪܐ܂ܡܢܥܠܝܡܘܬܗܕܟܘܕܪܐ٧٣܆ܒܪܝ܂ܐܡܪܝܢܠܗܠܕܠܕܐܒܐܐܪܚܘܡܢܥܢ̈ܐ܂ܐܡܪܠܗܘܢܚܠܗܛܒܠܥܝܢ̈ܝ܀ܘܐܦܬܘܒ,,ܡܫܘܙܒ܂,,,ܡܫܘܙܒ܂
,ܗܘܝܬ,,,ܗܘܝܬ,ܗܘܝܬ,,ܗܘܝܬ,ܗܘܝܬ
,ܠܝ,,,ܠܝ,ܠܝ,,,ܠܝ
,ܒܪܝ,,,ܒܪܝ,ܒܪܝ,,ܒܪܝ,ܒܪܝ
,ܐܝܟ,,,ܐܝܟ,ܐܝܟ܂܂,,ܐܝܟ,ܐܝܟ
,ܟܠܒܐܕܥܠܠܐܬܘܢܐ,,,ܟܠܒܐܕܥܠܠܐܬܘܢܐ,ܟܠܒܐܕܥܠܠܐܬܘܢܐ,,ܟܠܒܐܕܥܠܠܐܬܘܢܐ,ܟܠܒܐܕܥܠܠܐܬܘܢܐ
,ܕܩܘ̈ܩܝܐ,,,ܕܦܚܪܐ܆,ܕܩܘܩ̈ܝܐ,,ܕܦܘܚܪܐܘܟܕܫܚܝܢ,ܕܦܚܪܐ܂
,ܕܢܫܚܢ܂ܘܡܢܒܬܪ,,,ܘܟܕܫܚܢ,ܕܢܫܚܢ܂ܘܡܢܒܬܪ,,,ܘܟܕܫܚܢ
,ܕܫܚܢ܉,,,ܠܗܫܪܝ,ܕܫܚܢܠܗ܂,,ܠܗܫܪܝ,ܠܗܫܪܝ
,ܩܡܠܡܒܚ,,,ܫܒܚ,ܩܡܠܡܒܚ,,ܢܒܚ,ܢܒܚ
,ܒܗܘܢ܂,,,ܒܗܘܢ,ܒܗܘܢ܂,,ܒܗܘܢ,ܒܗܘܢ܂
,ܗܘܝܬܠܝܒܪܝܐܝܟܚܙܝܪܐ,,,ܗܘܝܬܠܝܒܪܝܐܝܟܚܙܝܪܐ,ܗܘܝܬܠܝܒܪܝܐܝܟܚܙܝܪܐ,,ܗܘܝܬܠܝܒܪܝܐܝܟܚܙܪܐ,ܗܘܝܬܠܝܒܪܝܐܝܟܚܙܝܪܐ
,ܕܐܙܠ,,,ܕܐܙܠ,ܕܐܙܠ,,ܕܐܙܠ,ܕܐܙܠ
,ܗ̄ܘܐ,,,ܗَܘܐ,ܗܘܐܠܒܢ̈ܐ,,ܗ̄ܘܐ,ܗ̄ܘܐ
,ܠܒܢ̈ܐ܂,,,ܥܡ,,,ܘܥܡ,ܥܡ
,,,,ܒܢܝ̈,,,ܒܢ̈ܝ,ܒܢ̈ܝ
,,,,ܚܐܪ̈ܐ,,,ܚܐܪ̈ܐ,ܚܐܪ̈ܐ
,,,,ܠܒܢ̈ܐ܇,,,ܠܒܢܐ,ܠܒܢ̈ܐ܁
,ܘܟܕ,,,ܘܟܕ,ܘܟܕ,,ܘܟܕ,ܘܟܕ
,ܚܙܐ,,,ܚܙܐ,ܚܙܐ,,ܚܙܐ,ܚܕܐ
,ܗܘܡܬܐܕܣܝܢܐ܂,,,ܓܘܡܬܐ,ܓܘܡܬܐ,,ܓܘܡܪܐܕܣܚܐ,ܓܘܡܬܐ
,,,,ܕܣܚܝܐ,ܕܣܝܢܐ,,,ܕܚܝܐ
,ܢܚܬ,,,ܢܚܬ,ܢܚܬ,,ܢܚܬ,ܢܚܬ
,ܣܚܐ,,,ܠܗ,ܣܝ[܂],,ܠܗ,ܠܗ
,ܒܗ܂ܘܩܪܐܠܚܒܪ̈ܘܗܝܕܬܘܣܚܘ܂,,,ܘܐܬܬܓܪ,ܒܗ܂ܘܩܪܐܠܚܒܪ̈ܘܗܝܕܬܘܣܚܘ܂,,ܘܐܬܓܪ,ܘܐܬܬܓܪ
,ܕܝܠܝܒܪܝ,,,,ܕܝܠ,,,
,ܨܒܥܝ,,,,ܨܒܥܝ,,,
,ܠܦܘܡܟ܂,,,,ܠܦܘܡܝ܂,,,
,ܘܕܝܠܟܨܒܥܟ,,,,ܘܕܝܠܟܨܒܥܟ,,,
,ܠܥܝ̈ܢܝ܂ܥܠܡܢܐܪܒܝܟܬܥܠܐ܂ܕܥܝܢ̈ܝܟ,,,,ܠܥܝܢܟ܂,,,
,ܥܠ,,,ܥܠ,,,ܥܠ,ܥܠ
,ܚܙܘܪ̈ܐܚܝܪܢ܂ܒܪܝ,,,ܒܗܘܐܡܪܠܗܘܢ,,,ܒܗܘܐܡܪܠܗܘܢ,ܒܗܘܐܡܪܠܗܘܢ
,,,,ܬܘ,,,ܬܘ,ܬܘܣܚܘ܂ܗܘܝܬܠܝܒܪܝܐܝܟܗܘܕܨܒܥ̈ܬܝ
,,,,ܣܚܘ܆ܗܘܝܬܠܝܒܪܝܐܝܟܗܘܕܨܒ̈ܥܬܝ,,,ܣܚܘܗܘܝܬܝܠܝܒܪܝܐܝܟܕܨܒܝܢܝ̈ܠܦܘܡܟ܂܂܂܂ܘܨܒܠܟ,
,,,,ܠܦܘܡܟ,,,,ܠܦܘܡܟ
,,,,ܘܨܒ̈ܥܬܟ,,,,ܘܨܒܥ̈ܬܟ
,,,,ܕܝܠܟ,,,ܕܝܠܟ,ܕܝܠܟ
,,,,ܥܢܝܢܝ̈܆,,,ܠܥܝܢ̈ܝ,ܠܥܝܢ̈ܝ܂
,ܟܠܒܐܕܡܢ,,,ܟܠܒܐܕܡܢܠܚܡܐܕܡܪܗܠܐ,,,ܟܠܒܐܕܡܢ,ܟܠܒܐܕܡܢܠܚܡܐܕܡܪܗܠܐ
,ܨܝܕܗ,,,ܐܟܠ܆ܡܢܬܐܕܕܐܒܐܢܗܘܐ܆,,,ܠܐܐܟܠ,
,ܐܟܠ܂,,,,,,,ܐܟܠ܂
,ܡܢܬܐܕܕܐܒ̈ܐ,,,,,,ܡܢܬܐܕܕܐܒ̈ܐ,ܡܢܬܐܕܕܐܒ̈ܐ
,ܢܗܘܐ܂,,,,,,ܢܗܘ,ܢܗܘܐ܂
,ܘܐܝܕܐܕܠܐ,,,ܘܐܝܕܐܕܠܐ,,,ܘܐܝܕܐܕܠܐ,ܘܐܝܕܐܕܠܐ
,ܟܫܪܐ,,,ܦܠܚܐ,,,ܦܠܚܐ,ܦܠܚܐ
,ܡܢ,,,ܡܢ,,,ܡܢ,ܡܢ
,,,,ܬܚܝܬ,,,ܬܚܬ,ܬܚܝܬ
,ܫܚܬܗ,,,ܫܚܬܗ,,,ܫܚܬܗ,ܫܚܬܗ
,ܬܬܦܣܩ܂ܘܥܝܢܐܕܠܐܚܙܢܐܒܗ܉,,,ܬܬܦܪܩ܆ܥܝܢܐܕܠܐ,,,ܬܬܦܣܝܩ܂ܥܝܢܐ܂܂,ܬܬܦܪܩ܂ܥܝܢܐ
,,,,ܕܠܐ,,,,ܕܠܐ
,,,,ܐܚܙܐ,,,ܐܚܙܐ,ܐܚܙܐ
,,,,ܒܗܥܘܪ̈ܒܐ,,,ܒܗ܂,ܒܗܥܘܪ̈ܒܐ
,ܥܘܪܒܐ,,,ܢܚܨܘܢܗ܆,,,ܥܘܪܒܐ,ܢܚܨܘܢܗ܂
,ܢܚܨܝܗ܂ܡܢܐܛܒܥܒܕܬܠܝܒܪܝ܂ܕܐܬܕܟܪܬܟܘܐܬܬܢܚܬܒܟ,,,ܒܡܢܐܐܬܕܟܪܟ,,,ܢܚܨܘܢܗ,ܒܡܢܐܐܬܕܟܪܟ
,,,,ܒܪܝܘܬܬܪܘܚ,,,ܒܪܝܘܬܬܪܘܚ,ܒܪܝܘܬܬܪܘܚ
,ܢܦܫܝ܂,,,,,,,
,,,,,,,,ܢܦܫܝ܂
,ܒܪܝ,,,ܢܦܫܝ܆,,,ܢܦܫܝ,
,ܐܢܐܠܗܐ,,,ܐܢܐܠܗܐ,,,ܐܢܐܠܗܐ,ܐܢܐܠܗܐ
,ܓܢܒܝܢ,,,ܢܓܢܒܘܢ,,,ܢܓܢܒܘܟ,ܢܓܢܒܘܢ
