162,Add_2020,Add_7200,Ar_7/229,Manuscrit_4122,Or_2313,Sachau_162,Sado_no_9,Syr_80
,,,,ܨܒܝܢܟ,,,ܨܒܝܢܟ,ܨܒܝܢܟ
,ܢܗܘܐ,,,ܢܗܘܐ,,,ܢܗܘܐ,ܢܗܘܐ܂
,ܨܒܝܢܟ܂,,,,,,,
,ܘܐܢܐ,,,ܘܐܢܐ,,,ܘܐܢܐ,ܘܐܢܐ
,ܝܕܥ,,,ܝܕܥ,,,ܝܕܥܢܐ,ܝܕܥ
,ܐ̄ܢܐ,,,ܐَܢܐ,,,,ܐ̄ܢܐ
,ܕܠܐܚܛܝܬ,,,ܕܠܐܚܛܝܬ,,,ܕܠܐܚܛܝܬ,ܕܠܐܚܛܝܬ
,ܠܟ܂,,,ܠܟ܆,,,ܠܟ,ܠܟ܂
,ܐܠܐܦܩܘܕ,,,ܐܠܐܦܩܘܕ,,,ܐܠܐܦܩܘܕ,ܐܠܐܦܩܘܕ
,ܡܪܝ,,,ܕܒܬܪܝ,,,ܡܪܝ,
,ܡܠܟܐܩܛܠܝܢܠܝܒܬܪܥܒܝܬܝ܂,,,,,,ܕܒܬܪܥ,ܕܒܬܪܥ
,,,,ܒܝܬܝ,,,ܒܝܬܝ,ܒܝܬܝ
,,,,ܢܩܛܠܘܢܢܝ,,,ܢܩܛܠܘܢܝ,ܢܩܛܠܘܢܢܝ܂
,ܘܢܬܠܘܢܦܓܪܝ,,,ܘܢܬܠܘܢܦܓܪܝ,,,ܘܢܬܠܘܢܦܓܪܝ,ܘܢܬܠܘܢܦܓܪܝ
,ܠܩܒܘܪܬܐ܂,,,ܠܩܒܘܪܬܐ܆,,,ܠܩܒܘܪܬܐ,ܠܩܒܘܪܬܐ܂
,ܘܐܡܪܡܠܟܐܠܝܒܘܣܡܟܡܣܟܝܢܟܢܬܝ܂ܙܠܩܛܘܠܝܗܝܠܐܚܝܩܪܒܬܪܥܒܝܬܗ܂ܘܗܒܦܓܪܗܠܩܒܘܪܬܐ܂ܗܝܕܝܢܐܢܐܐܚܝܩܪ,,,ܘܦܩܕܡܠܟܐܕܗܟܢܐ,,,ܘܦܩܕܡܠܟܐܕܗܟܢܐ,ܘܦܩܕܡܠܟܐܕܗܟܢܐ
,,,,ܢܗܘܐ܆,,,ܢܗܘܐܘܕܫܠܝܚܐ܂܂܂܂܂ܐܚܝܩܪܠܘܬܫܦܓܝܐܢ̄ܬܬܗܡܛܠܩܛܠܗ܀ܐܠܐ,ܢܗܘܐ܂
,,,,ܘܐܢܐ,,,,ܘܐܢܐ
,,,,ܐܚܝܩܪ,,,ܐܚܝܩܪ,ܐܚܝܩܪ
,ܫܠܚܬ,,,ܫܠܚܬ,,,ܫܠܚܬ,ܫܠܚܬ
,ܠܐܫܦܓܢܝ,,,ܠܘܬ,,,ܠܘܬ,ܠܘܬ
,ܐܢܬܬܝ,,,ܐܢَܬܬܝ,,,ܐܢܬܬܝ,ܐܢ̄ܬܬܝ
,ܕܬܦܩܝ,,,ܕܬܦܘܩ,,,ܕܬܦܘܩ,ܕܬܦܘܩ
,,,,ܠܐܘܪܥܝ܆,,,ܠܐܘܪܥܝ,ܠܙܘܪܥܝ܆ܘܬܦܘܩ
,,,,ܘܬܦܩ,,,ܘܬܦܩ,
,,,,ܥܡܗ,,,ܥܡܗ,ܥܡܗ
,ܡܢ,,,ܡܢ,,,ܡܢ,ܡܢ
,ܒ̈ܢܬܛܘܗܡܝܐܠܦܐܚܕܕܥܠܝ̈ܡܬܐ܂ܘܢܠܒ̈ܫܢܠܒܘ̈ܫܐܕܐܒܠܐܘܢܝ̈ܠܠܢܘܢܪ̈ܩܕܢܘܢܒ̈ܟܝܢܥܠܝ܉ܘܐܬ̈ܝܢ,,,ܒܢܬܝ,,,ܒܢܬܝ̈,ܒܢܬ̈ܝ܂ܐܦ
,,,,ܐܠܦ,,,ܐܠܦ,
,ܠܐܘܪܥܝ܂,,,,,,,
,ܘܢܥ̈ܒܕܢܥܠܝܒܝܬܒܟ̈ܐܩܕܡܕܐܡܘܬ܂ܘܐܢܬܝܥܒܕܝ,,,ܒܬܘ̈ܠܢ܆ܘܢܗܘ̈ܝܢ,,,ܒܬܘܠܢܘܢܗ̈ܘܝܢܠܒܝ̈ܫܢܒܘܨܐ܂܂܂܂܂ܘܐܪܓܘܢܐܘܟܕܡ̈ܠܐܢܗܘ̈ܝܢ,ܒܬܘ̈ܠܢ܆ܘܢܗܘ̈ܝܢ
,,,,ܠܒ̈ܝܫܢܒܘܨ̈ܐ,,,,ܠܒܝܫ̈ܢܒܘ̈ܨܐ
,,,,ܘܐܪ̈ܓܘܢܐ,,,,ܘܐܪ̈ܓܘܢܐ
,,,,ܘܬܟ̈ܠܬܐ܆ܘܢܗܘܝܢ,,,,ܘܬܟܠ̈ܬܐ܂ܘܢܗܘ̈ܝܢܡܪ̈ܩܕܢ
,,,,,,,,ܠܐܘܪܥܝ܂
,,,,ܡܪܩܕܢ,,,ܡܪܩܕܢ,
,,,,ܠܐܘܪܥܝ܆,,,ܠܐܘܪܥܝܘܢܚܘܝܢ܂,
,,,,ܘܢܚܘ̈ܝܢ,,,,ܘܢܚܘ̈ܝܢ
,,,,ܠܝ,,,ܠܝ,ܠܝ
,,,,ܒܝܬ,,,ܒܝܬ,ܠܝܒܝܬܒܟ̈ܝ
,,,,ܒܟܝ̈,,,ܒܟܝ,
,,,,ܥܕܠܐ,,,ܥܕܠܐ,ܥܕܠܐ
,,,,ܐܡܘܬ܆,,,ܐܡܘܬ,ܬܡܘܬ܂
,,,,ܘܥܒܕܝ,,,ܘܥܒܕܝ,ܘܥܒܕܝ
,ܠܚܡܐ,,,ܠܚܡܐ,,,ܠܚܡܐ,ܠܚܡܐ
,ܘܣܡܟܐܕܡܫܬܝܐܠܝܒܘܣܡܟܡܣܟܝܢܟܢܬܝ܉,,,ܠܢܒܘܣܡܟ,,,ܠܢܒܘܣܡܟ,ܠܢܒܘܣܡܟ
,,,,ܡܣܟܝܢ,,,ܡܣܪܝܢܟܢܬܝ,ܡܣܟܝܢ
,,,,ܟܢܬܝ܆ܘܠܦܪ̈ܬܘܝܐܕܥܡܗ܆ܦܘܩܝ,,,,ܒܢܬܝ܂
,ܘܠܦܪ̈ܬܘܝܐ,,,,,,ܘܠܦܪ̈ܬܘܝܐ,ܘܠܦܪ̈ܬܘܝܐ
,ܕܥܡܗ܂,,,,,,ܕܥܡܗ,ܕܥܡܗ܂
,ܘܦܘܩܝ,,,,,,ܘܦܘܩܝ,ܘܦܘܩܠܐܘܪܥܗܘܢ܂ܘܐܥܠܝ
,ܠܐܘܪܥܗܘܢ,,,ܠܐܘܪܥܗܘܢ,,,ܠܥܘܪܥܗܘܢܘܥܘܐܥܠ,
,ܘܩܒܠܝܐܢܘܢ,,,,,,,
,ܘܐܥܠܝ,,,ܘܐܥܠܝ,,,,
,ܐܢܘܢ,,,ܐܢܘܢ,,,ܐܢܘܢ,ܐܢܘܢ
,ܠܒܝܬܝ܂ܘܐܦ,,,ܠܒܝܬܝ܆,,,,
,,,,,,,ܠܒܝܬܝ,ܠܒܝܬܝ
,,,,,,,,܂
,,,,ܕܐܦ,,,ܕܐܦ,ܕܐܦ
,ܐܢܐܐܥܘܠ,,,ܐܢܐܐܥܘܠ,,,ܐܢܐܐܥܘܠ,ܐܢܐܐܥܘܠ
,ܠܒܝܬܝ,,,,,,,
,,,,ܥܡܗܘܢ,,,ܥܡܗܘܢ,ܥܡܗܘܢ
,,,,ܠܒܝܬܐ,,,ܠܒܝܬܝ܂,ܠܒܝܬܐ
,ܐܝܟ,,,ܐܝܟ,,,ܐܝܟ,ܐܝܟ
,ܐܪܚܐ܂,,,ܐܪܚܐ܆,,,ܐܪܚܐܟܕܢܦܩܬܐܫܦܓܢܝܐܢ̄ܬܬܐܚܝܩܪܠܐܘܪܥܗ,ܐܪܚܐ܂
,ܘܐܫܦܓܢܝܐܢܬܬܝܡܛܠܕܣܓܝܚܟܝܡܐܗ̄ܘܬ܉ܟܠ,,,ܗܝܕܝܢ,,,ܗܝܕܝܢ,ܗܝܕܝܢ
,,,,ܐܢَܬܬܝ,,,ܐܢ̄ܬܬܝ,ܐܢ̄ܬܬܝ
,,,,ܟܕܠܐܝܙܓܕܐ,,,ܟܕܠܐܝܙܓܕܐ,ܟܕܠܐܝܙܓܕܐ
,,,,ܩܒܠܬ܆,,,ܩܒܠܬ,ܩܒܠܬ܂
,,,,ܣܓܝ,,,ܣܓܝ,ܣܓܝ
,,,,ܚܟܡܬܐ,,,ܚܟܡܬܐ,ܚܟ̱ܡܬܐ
,,,,ܐܬܡܠܝܬ܆,,,ܐܬܡܠܝܬ,ܐܬܡܠܝܬ
,,,,,,,ܘܟܕ,܂
,,,,ܘܟܠ,,,,ܘܟܠ
,ܕܫܠܚܬܠܗ,,,ܕܫܠܚܬܠܗ,,,ܕܫܠܚܬܠܗ,ܕܫܠܚܬܠܗ
,ܝܕܥܬ܂ܘܥܒܕܬܗܘܡܐܕܫܕܪܬܠܘܬܗ܂ܘܠܐܘܪ̱ܥܗܘܢ,,,ܥܒܕܬ܆,,,ܥܒܕܬܘܐܘܕܥܘܢ,ܥܒܕܬ܂
,,,,ܘܠܐܘܪܥܗܘܢ,,,,ܘܠܐܘܪܥܗܘܢ
,,,,ܕܢܒܘܣܡܟ,,,ܕܢܒܘܣܡܟ,ܕܢܒܘܣܡܟ
,,,,ܘܠܦܪ̈ܬܘܝܐ,,,ܘܕܦܪ̈ܬܘܝܐ,ܘܠܦܪ̈ܬܘܝܐ
,ܢܦܩܬ܂,,,ܢܦܩܬ܆,,,ܢܦܩܬ܂,ܢܦܩܬܘܬܥܠܬ
,ܘܐܥܠܬ,,,ܘܐܥܠܬ,,,ܘܐܥܠܬ,
,ܐܢܘܢ,,,ܐܢܘܢ,,,ܐܢܘܢ܂ܠܒܝܬܗ܁,ܐܢܘܢ
,ܠܒܝܬܝ܂ܘܐܟܠܘܠܚܡܐ܂ܘܗܝܒܐܝܕܗ,,,ܠܒܝܬܗ܆,,,,ܠܒܝܬܐ܂
,,,,ܘܟܕܩܪܒܬܐܫܦܓܢܝܠܚܡܐܠܢܒܘܣܡܟ,,,ܘܟܕܩܪܒܬܐܫܦܓܢܝܠܚܡܐܠܢܒܘܣܡܟ,ܘܟܕܩܪܒܬܐܫܦܓܢܝܠܚܡܐܠܢܒܘܣܡܟ
,,,,ܘܠܦܪ̈ܬܘܝܐ,,,ܩܪܒܬ,ܘܠܦܪ̈ܬܘܝܐ܆
,,,,ܘܩܪܒܬ,,,,ܘܩܪܒܬ
,,,,ܠܗܘܢܐܦ,,,ܠܗܘܢܐܦ,ܠܗܘܢܐܦ
,,,,ܚܡܪܐ,,,ܚܡܪܐ,ܚܡܪܐ܆
,,,,ܘܡܙܓܬ,,,ܡܙܓܪܬ,ܘܡܙܓܬ
,,,,ܠܗܘܢ,,,ܠܗܘܢ,ܠܗܘܢ܂ܘܗܝ
,,,,ܗܝ܆,,,ܗܝ,
,,,,ܐܫܦܓܢܝ,,,ܐܫܦܓܢܝ,ܐܫܦܓܢܝ
,ܡܫܡܫܐ,,,ܡܫܡܫܐ,,,ܡܫܡܫܐ,ܡܫܡܫܐ
,ܗ̄ܘܬ,,,ܗَܘܬ,,,ܗܘܬ,ܗ̄ܘܬ
,ܠܗܘܢ܁,,,ܠܗܘܢ,,,,ܠܗܘܢ
,ܥܕܡܐ,,,ܥܕܡܐ,,,ܥܕܡܐ,ܥܕܡܐ
,ܕܡܢܪܘܝܘܬܗܘܢ,,,ܕܪܘܝܘܟܠܗܘܢ,,,ܕܪܘܝܘܟܠܗܘܢ,ܕܪܘܝܘܟܠܗܘܢ
,,,,ܘܕܡܟܘ܆,,,ܘܕܡܟܘ,ܘܕܡܟܘ܂
,,,,ܟܕܪܘܝܘ,,,ܟܕܪܘܝܘ,ܟܕܪܘܝܘ
,,,,ܦܪ̈ܬܘܝܐ,,,ܦܪܬܘܝܐܗܝܕܝܢܐܬܛܒܥ,ܦܪ̈ܬܘܝܐ
,,,,܆,,,,
,,,,ܗܝܕܝܢܐܬܛܒܥܘ,,,,ܗܝܕܝܢܐܬܛܒܥܘ
,,,,ܒܫܢܬܐ,,,ܒܫܢܬܐ,ܒܫܢܬܐ
,,,,ܝܩܝܪܬܐ܆ܘܟܠܚܕ,,,ܝܩܝܪܬܐ܂ܘܟܠ,ܝܩܝܪܬܐ܂ܘܟܠܚܕ
,,,,ܚܕ,,,,ܚܕ
,,,,ܡܢܗܘܢ,,,ܡܢܗܘܢ,ܡܢܗܘܢ
,,,,ܒܕܘܟܬܗ,,,ܒܕܡܬ,ܟܕܘܟܬܗܕܡܟ܂
,,,,ܕܡܟ,,,ܕܡܟ,
,,,,ܫܒܚܬ,,,,ܫܒܚܬ
,,,,ܠܐܠܗܐܡܪܐܕܫܡܝܐܘܕܐܪܥܐ,,,ܠܐܠܗܐܡܪܐܕܫܡܝܐܘܕܐܪܥܐ,ܠܐܠܗܐܡܪܐܕܫܡܝܐܘܕܐܪܥܐ
,ܥܠ,,,ܥܠ,,,ܥܠ,ܥܠ
,ܕܘܟܝ̈ܬܗܘܢܕܡܟܘ܂ܗܝܕܝܢܐܢܐܐܚܝܩܪܥܠܬ,,,ܟܠ,,,ܟܠ,ܟܠ
,,,,ܕܗܘܐ܆,,,,ܕܗܘܐ܆
,ܘܐܡܪܬ,,,ܘܐܡܪܬ,,,,ܘܐܡܪܬ
,ܠܝܒܘܣܡܟ܂ܕܚܘܪܠܘܬܐܠܗܐ܂ܘܐܬܕܟܪܚܘܒܐ,,,,,,,
,ܕܗܘܐ,,,,,,ܕܗܘܐ,
,ܠܢܐܚܐ܂ܘܠܐܬܚܫܒܡܘܬܝ܂ܘܐܬܕܟܪ,,,,,,ܘܐܡܪܬ܁܁,
,,,,ܐܘܢܐܠܗܐܦܪܘܩܗ,,,ܐܘܢܐܠܗܐܦܪܘܩܗ,ܐܘܢܐܠܗܐܦܪܘܩܗ
,,,,ܕܥܠܡܐ܆ܐܢَܬ,,,ܕܥܠܡܐ,ܕܥܠܡܐ܂
,,,,,,,ܐܢ̄ܬ,ܐܢ̄ܬ
,,,,ܝܕܥ,,,ܝܕܥ,ܝܕܥ
,,,,ܐܢَܬ,,,ܐܢ̈ܬ܂,ܐܢ̄ܬ
,,,,ܟܠܕܗܘܐ,,,ܟܠܕܗܘܐ,ܟܠܕܗܘܐ
,,,,ܘܗܘܐ܆ܐܢَܬ,,,ܘܕܗܘܐ,ܘܕܗܘܐ܂
,,,,,,,ܐܢ̄ܬ,ܐܢ̄ܬ
,,,,ܚܘܪܒܝ,,,ܚܘܪܒܝ,ܚܘܪܒܝ
,,,,ܒܥܝܢܐ,,,ܒܥܝܢܐ,ܒܥܝܢܐ
,,,,ܕܪ̈ܚܡܐܩܕܡܢܒܘܣܡܟ܆,,,ܕܪܚ̈ܡܐܩܕܡܢܒܘܣܡܟ܂ܟܕܬܒܠܐܚܝܩܪܡܢܢܒܘܣܡܟܕܠܐܢܬܩܛܠܗܝܕܝܝܢ,ܕܪ̈ܚܡܐ܂ܩܕܡܢܒܘܣܡܟ܂
,,,,ܗܝܕܝܢ,,,,ܗܝܕܝܢ
,,,,ܐܢܐܐܚܝܩܪܟܕܚܙܝܬ,,,ܐܢܐܐܚܝܩܪܟܕܚܙܝܬ,ܐܢܐܐܚܝܩܪܟܕܚܙܝܬ
,,,,ܗܟܢܐ,,,ܗܟܢܐ,ܗܟܢܐ܂
,,,,ܥܢܬ,,,ܥܢܝܬ,ܥܢܝܬ
,,,,ܘܐܡܪܬ,,,ܘܐܡܪܬ,ܘܐܡܪܬ
,,,,ܠܢܒܘܣܡܟ܆,,,ܠܢܒܘܣܡܟ,ܠܢܒܘܣܡܟ܂
,,,,ܐܪܝܡ,,,ܐܪܝܡ,ܐܪܝܡ
,,,,ܥܝܢ̈ܝܟ,,,ܥܝܢܝ̈ܟ,ܥܝܢ̈ܝܟ
,,,,ܠܫܡܝܐ,,,ܠܫܡܝܐ,ܠܫܡܝܐ܇
,,,,,,,ܢܒܘܣܡܟ,
,,,,ܘܚܙܝ,,,ܘܚܙܝ,ܘܚܙܝ
,,,,ܠܐܠܗܐܘܐܬܕܟܪ,,,ܐܠܗܐ܂܂܂܂܂܂,ܠܐܠܗܐ܂ܘܐܬܕ܆ܟܪ
,,,,ܡܠܚܐ,,,,ܡܠܚܐ
,,,,ܕܐܟܠܢܢ,,,,ܕܐܟܠܢܟ
,,,,ܥܡ,,,,ܥܡ
,,,,ܚܕܕ̈ܐܘܠܐܬܚܫܘܒܒܡܘܬܝ,,,,ܚܕܕ̈ܐ܇ܘܬܚܫܘܒܒܡܘܬܝ܂ܘܐܬܥܗܕ
,,,,ܘܐܬܥܗܕ,,,ܘܐܬܥܗܕ,
,ܕܐܦܠܟ,,,ܕܐܦܠܟ,,,ܕܐܦܠܟ,ܕܐܦܠܟ
,ܒܙܒܢܐܫ̱ܠܡܟܠܝܣܪܚܕܘܡ,,,ܐܫܠܡܟ,,,ܐܫܠܡܟ,ܐܫܠܡܟ
,ܐܒܘܗܝ,,,ܐܒܘܗܝ,,,ܐܒܘܗܝ,ܐܒܘܗܝ
,ܕܣܢܚܪܝܒܠܡܩܛܠܟ,,,ܕܡܪܝܡܠܟܐ,,,ܕܡܪܝܡܠܟܐ,ܕܡܪܝܡܠܟܐ
,,,,ܒܐܝܕܝ,,,ܒܐܝܕܝ̈,ܒܐܝܕ̈ܝܕܬܩܛܠܟ
,,,,ܕܐܩܛܠܟ,,,ܕܐܩܛܠܟ,
,ܘܠܐ,,,ܘܠܐ,,,ܘܠܐ,ܘܠܐ
,ܩܛܠܬܟ܂,,,ܩܛܠܬܟ,,,ܩܛܠܬܟ܂,ܩܛܠܬܟ
,ܡܛܠ,,,ܡܛܠ,,,ܡܛܠ,ܡܛܠ
,ܕܝܕܥܗ̄ܘܝܬܕܠܐܐܝܬ,,,ܕܝܕܥܬܕܠܝܬ,,,ܕܝܕܥܬܕܠܝܬ,ܕܝܕܥܬܕܠܝܬ
,ܗ̄ܘܐ,,,ܗܘܐ,,,,ܗ̄ܘܐ
,ܠܟ,,,ܠܟ,,,ܠܟ,ܠܟ
,ܥܠܬܐܕܣܟܠܘܬܐ܂ܘܢܛܪܬܟ,,,ܣܟܠܘܬܐ,,,ܣܟܠܘܬܐ,ܣܟܠܘܬܐ܂
,,,,ܐܠܐܢܛܪܬܟ,,,ܐܠܐܢܛܪܬܟ,ܐܠܐܢܛܪܬܟ
,ܒܚܝ̈ܐܥܕܡܐܕܗܘܡܠܟܐ,,,ܒܚܝ̈ܐܥܕܡܐܕܗܘܡܠܟܐ,,,ܒܚܝ̈ܐܥܕܡܐܕܗܘܡܠܟܐ,ܒܚܝ̈ܐܥܕܡܐܕܗܘܡܠܟܐ
,ܒܥܟ܂ܘܟܕܐܝܬܝܬܟܠܩܕܡܘܗܝ܆,,,ܒܢܟ܆ܘܡܘ̈ܗܒܬܐܣܓܝ̈ܐܬܐܝܗܒܠܝܐܢَܬ,,,ܒܥܟ,ܒܟܟ܂ܘܡܘܗܒ̈ܬܐܣܓܝܐ̈ܬܐܝܗ̄ܒܠܝ܂ܐܢ̄ܬ
,ܡܘܗ̈ܒܬܐ,,,,,,ܡܘܗ̈ܒܬܐ,
,ܪܘܪ̈ܒܬܐܝܗ̄ܒܠܝ܂ܘܕܫ̈ܢܐܣܓܝ̈ܐܐܫܩܠܬܡܢܗ܂ܘܐܦܐܢܬ,,,,,,ܣܓܝܐܬܐ̈ܝܒܝܗܒܠܝܐܝܬ,
,ܗܫܐ,,,ܗܫܐ,,,ܗܫܐ,ܗܫܐ
,ܛܪܝܢܝܒܚܝ̈ܐܘܦܪܘܥܝܢܝܗܝܛܝܒܘܬܐ܂ܘܥܠ,,,ܛܪܝܢܝ܆ܘܠܐܢܓܠܐܠܗܠܡܠܬܐ,,,ܛܪܝܢܟ,ܛܪܝܢܝ܆ܘܠܐܢܓܠܐܠܗܠܡܠܬܐ
,ܕܠܐܬܪܗܛ,,,,,,ܕܠܐܬܪܗܛ,
,ܡܠܐ,,,,,,ܠܗܡܠܬܐ܂,
,,,,ܘܢܐܡܪ,,,ܘܢܐܡܪ,ܘܢܐܡܪ
,ܕܠܐ,,,ܕܠܐ,,,ܕܠܐ,ܕܠܐ
,ܐܬܩܛܠܬܘܢܗܪܟܡܠܟܐ܂,,,ܐܬܩܛܠ܆ܘܠܐ,,,ܐܬܩܛܠ܂ܐܠܐ,ܐܬܩܛܠ܂ܐܠܐ
,ܗܐܐܝܬܠܝܒܝܬܐܣܝܪ̈ܐ,,,ܗܐܐܝܬܠܝܒܝܬܐܣܝܪ̈ܐ,,,ܗܐܐܝܬܠܝܒܝܬܐܣܝܪ̈ܐ,ܗܐܐܝܬܠܝܒܝܬܐܣܝܪ̈ܐ
,ܕܝܠܝ,,,ܕܝܠܝ܆,,,ܕܝܠܝ,ܕܝܠܝ܆
,ܥܒܕܐܡܢܙܝܦܪܫܡܗ܉ܘܚܝܒܕܢܡܘܬ܂ܠܒܘ̈ܫܝܐܠܒܫܝܗܝܠܥܒܕܐ,,,ܓܒܪܐ,,,ܓܒܪܐ,ܓܒܪܐ
,,,,ܕܫܘܐ,,,ܫܘܐ,ܕܫܘܐ
,,,,ܠܡܘܬܐ܆,,,ܠܡܘܬܐ܂,ܠܡܘܬܐ܂
,,,,ܣܒ,,,ܣܒ,ܣܒ
,,,,ܠܒܘܫܝܗܝ,,,ܠܒܘܫܝ̈ܐܠܒܫܝܗ܂,ܠܒܘܫ̈ܝܘܐܠܒܫܝܗܝ
,ܘܐܥܝܪܥܠܘܗܝ,,,ܘܐܥܝܪܥܠܘܗܝ,,,ܘܐܥܝܪܥܠܘܗܝ,ܘܐܥܝܪܥܠܘܗܝ
,ܠܦܪ̈ܬܘܝܐܘܢܩܛܠܘܢܝܗܝ܂ܘܐܢܐܠܐܐܡܘܬܒܕܠܐܚܛܝܬ܂ܘܟܕܗܠܝܢܐܡܪܬ܂ܘܐܦܗܘܝܒܘܣܡܟܡܣܟܝܢܟܢܬܝ܂ܣܓܝܟܪܝܬܠܗܥܠܝ܂ܘܢܣܒܠܒܘ̈ܫܝܐܠܒܫܐܢܘܢܠܥܒܕܐܗܘܕܒܒܝܬܐܣܝܪ̈ܐ܂,,,ܦܪ̈ܬܘܝܐ,,,ܦܪ̈ܬܘܝܐ,ܦܪ̈ܬܘܝܐ
,,,,ܕܢܩܛܠܘܢܝܗܝ,,,ܘܢܩܛܠܘܢܝܗܝܘܢܩܛܠܘܢܝܗܝ,ܕܢܩܛܠܘܢܝܗܝ
,,,,,,,,܂
,,,,ܟܕܐܬܩܛܠ,,,ܟܕܐܬܩܛܠ,ܟܕܐܬܩܛܠ
,,,,ܓܒܪܐ,,,ܓܒܪܐ,ܓܒܪܐ܆
,ܘܐܥܝܪ,,,ܐܥܝܪܥܠܘܗܝ,,,ܘܐܥܝܪ,ܐܥܝܪܥܠܘܗܝ
,ܐܢܘܢܠܦܪ̈ܬܘܝܐ܂ܘܩܡܘܒܛܥܡܚܡܪ̱ܗܘܢܘܩܛܠܘܗܝ܂ܘܐܪܚܩܘܪܫܗܡܢܫܠܕܗܡܐܐܐܡܝ̈ܢ܂ܘܝܗ̄ܒܘܦܓܪܗܠܩܒܘܪܬܐ܂ܗܝܕܝܢܢܦܩ,,,,,,ܥܠܘܗܝ܂܂܂,
,,,,ܦܪ̈ܬܘܝܐܘܒܝܕ,,,ܦܪ̈ܬܘܝܐܘܒܝܕ,ܦܪ̈ܬܘܝܐܘܒܝܕ
,,,,ܪܘܝܘܬܗܘܢܩܛܠܘܗܝ,,,ܪܝܘܝܘܬܗܘܢܩܛܠܘܗ,ܪܘܝܘܬܗܘܢܩܛܠܘܗܝ
,,,,ܠܗܘ,,,ܠܗܘ,ܠܗܘܓܒܪܐ܂
,,,,ܓܒܪܐ܆,,,ܓܒܪܐ܂,
,,,,ܘܢܦܩ,,,ܘܢܦܩ,ܘܢܦܩ
,ܛܒܐܒܐܬܘܪ,,,ܛܒܐܒܐܬܘܪ,,,ܛܒܐܒܐܬܘܪ,ܛܒܐܒܐܬܘܪ
,ܘܒܢܝܢܘܐ܂,,,ܘܢܝ̈ܢܘܐܕܐܚܝܩܪܐܬܩܛܠ܆,,,ܘܢܝܢܘܐ,ܘܢܝܢܐ
,ܕܐܚܝܩܪ,,,,,,ܕܐܚܝܩܪ,ܕܐܚܝܩܪ
,ܣܦܪܐܩܛܝܠ܂ܘܩܡܝܒܘܣܡܟܡܣܟܝܢܟܢܬܝ,,,,,,ܐܬܩܛܠ܂,ܐܬܩܛܠ܂
,,,,,,,ܟܕܐܬܛܫܝܐܚܝܩܪܣܦܪܐ,
,,,,ܗܝܕܝܢ,,,ܗܝܕܝܢ,ܗܝܕܝܢ
,,,,ܩܡ,,,ܩܡܘ,ܩܡ
,,,,ܢܒܘܣܡܟ,,,ܢܒܘܣܡܟ,ܢܒܘܣܡܟ
,ܘܐܫܦܓܢܝ,,,ܘܐܫܦܓܢܝ,,,ܘܐܫܦܓܢܝ,ܘܐܫܦܓܢܝ
,ܐܢܬܬܝ܂,,,ܐܢَܬܬܝ,,,ܐܢ̄ܬܬܝ,ܐܢ̄ܬܬܝ܆
,ܘܥܒܕܘ,,,ܘܥܒܕ,,,ܘܥܒܕ,ܘܥܒܕܘ
,ܠܝܡܛܫܝܐ,,,ܡܛܫܝܢܐ,,,ܠܝܡܛܫܝܐ,ܡܛܫ̱ܝܢܐ
,ܒܓܘ,,,ܒܓܘ,,,ܒܓܘ,ܒܓܘ
,ܐܪܥܐ܂,,,ܐܪܥܐ,,,ܐܪܥܐ,ܐܪܥܐ܂
,ܦܬܝܗ,,,ܦܬܝܗ,,,ܦܬܝܗ,ܦܬܝܗ
,ܬܠܬ,,,ܬܠܬ,,,ܐܡܝ̈ܢܬܠܬܐܐܘܪܟܗ,ܬܠܬ
,ܐܡ̈ܝܢ܂,,,ܐܡܝܢ܆,,,,ܐܡܝ̈ܢ܆
,,,,ܘܐܘܪܟܗ,,,,ܘܐܘܪܟܗ
,,,,ܐܡܝ̈ܢ,,,ܐܡܝ̈ܢ,ܐܡܝ̈ܢ
,,,,ܐܪܒܥ܆,,,ܐܪܒܥ܂ܘܪܘܡܗ,ܐܪܒܥ܆
,ܘܪܘܡܗ,,,ܘܪܘܡܗ,,,,ܘܪܘܡܗ
,,,,ܐܡܝ̈ܢ,,,,ܐܡܝ̈ܢ
,ܚܡܫ,,,ܚܡܫ,,,ܚܡܫ,ܚܡܫ܆ܐܚܝܬ
,ܐܡ̈ܝܢ܂,,,,,,,
,ܬܚܝܬ,,,ܬܚܝܬ,,,ܬܚܝܬ,
,ܐܣܟܘܦܬܐ,,,ܐܣܟܘܦܬܐ,,,ܐܣܟܘܦܬܐ,ܐܣܟܘܦܬܐ
,ܕܬܪܥܐܕܒܝܬܝ܂,,,ܕܒܝܬܐ܆,,,ܕܒܝܬܐ,ܕܒܝܬܐ܂
,ܘܣܡܘ,,,ܘܣܡܘ,,,ܘܣܡܘ,ܘܣܡܘ
,ܥܡܝ,,,ܠܝ,,,ܠܝ,ܠܝ
,ܠܚܡܐ,,,ܠܚܡܐ,,,ܠܚܡܐ,ܠܚܡܐ
,ܘܡ̈ܝܐ܂,,,ܘܡܝ̈ܐ܆,,,ܘܡܝ̈ܐܘܐܙܠ,ܘܡܝ̈ܐ܇
,ܘܐܙܠܘ,,,ܘܐܙܠܘ,,,,ܘܐܙܠܘ
,ܚܘܝܘ,,,ܚܘܝܘ,,,ܚܘܝܘ,ܚܘܝܘ
