162,Add_2020,Add_7200,Ar_7/229,Manuscrit_4122,Or_2313,Sachau_162,Sado_no_9,Syr_80
,ܫܡܝܥܐ,,,ܠܝܫܡܝܥܐ,ܫܡܝܥܐ,,ܠܝܫܡܝܥܐ,ܠܝܫܡܝܥܐ
,ܠܝ܉,,,,ܠܝ,,,܆
,ܘܠܐܠܚܕܡܢ,,,ܘܠܐܠܚܕܡܢ,ܘܠܐܠܚܕܡܢ,,ܘܠܐܠܚܕܡܢ,ܘܠܐܠܚܕܡܢ
,ܪܘܪ̈ܒܢܝ܂ܘܒܡܕܝܢܬܡܠܟܘܬܝܠܐܐܫܬܡܥܬ܂ܗܝܕܝܢܝܬܒܬܘܐܬܚܫܒܬ,,,ܪ̈ܘܪܒܢܝ܆ܘܠܐܒܡܕܝܢَܬܐܡܨܪܝܢ,ܪܘܪ̈ܒܢܝ܂ܘܒܡܕܝܢܬܡܠܟܘܬܝܠܐܐܫܬܡܥܬ܂ܗܝܕܝܢܝܬܒܬܘܐܬܚܫܒܬ,,ܪ̈ܘܪܒܢܝ,ܪܘܪ̈ܒܢܝ܆
,ܒܠܒܝ,,,,ܒܢܒܝ,,ܘܠܐܒܡܕܝܢ̄ܬܐ,ܘܠܐܒܡܕܝܢ̄ܬܐ
,,,,ܐܫܬܡܥܬܟܕܟܬܒܐܚܝܩܪܡܠܬܐܕܬܒܥܡܢܗ,,,ܐܫܬܡܥܬܟܕܟܬܒܐܚܝܩܪܡܠܬܐܕܬܒܥܡܢܗ,ܐܫܬܡܥܬܟܕܟܬܒܐܚܝܩܪܡܠܬܐܕܬܒܥܡܢܗ
,,,,ܦܪܥܘܢ܆,,,,ܦܪܥܘܢ܂
,,,,ܗܝܕܝܢܐܢܐܐܚܝܩܪ,,,ܗܝܕܝܢܐܢܐܐܚܝܩܪ,ܗܝܕܝܢܐܢܐܐܚܝܩܪ
,,,,ܐܪܚܩܬ,,,ܐܪܚܩܬ,ܐܪܚܩܬ܂
,ܘܟܬܒܬܐܓܪܬܐܚܕܐ,,,ܘܟܬܒܬܐܓܪܬܐܚܕܐ,ܘܟܬܒܬܐܓܪܬܐܚܕܐ,,ܘܟܬܒܬܐܓܪܬܐܚܕܐ,ܘܟܬܒܬܐܓܪܬܐܚܕܐ
,ܗܟܢ܂,,,ܕܗܟܢܐ,ܗܟܢ,,ܕܗܟܢܐ,ܕܗܟܢܐ
,ܡܢܦܪܥܘܢܡܠܟܐܕܡܨܪܝܢܠܣܢܚܪܝܒܡܠܟܐ,,,ܐܝܬ,ܡܢܦܪܥܘܢܡܠܟܐܕܡܨܪܝܢܠܣܢܚܪܝܒܡܠܟܐ,,ܕܡܢܦܪܥܘܢܡܠܟܐܕܦܕܡܨܪܝܢܠܣܪܚܕܘܡܡܠܟܐܕܐܬܘܪܕܢܝܢܘܐܫܠܡܐ̄܂,ܐܝܬ
,ܕܐܬܘܪܘܕܢܝܢܘܐ,,,ܒܗ܆,ܕܐܬ[܂܂]ܘܕܢ[܂܂܂܂],,,ܒܗ܂
,,,,ܡܢܦܪܥܘܢܡܠܟܐܕܡܨܪܝܢܠܣܪܚܕܘܡܡܠܟܐܕܐܬܘܪܘܕܢܝܢܘܐ,,,,ܡܢܦܪܥܘܢܡܠܟܐܕܡܨܪܝܢܠܣܪܚܕܘܡܡܠܟܐܕܐܬܘܪܘܕܢܝܢܘܐ
,ܫܠܡ܂,,,,ܫܠܡ܂,,,
,,,,,,,,ܫܠܡ܂
,ܡܠ̈ܟܐܡܢ,,,ܫܠܡ܆,[܂܂܂]ܝܢܡ̈ܠܟܐ,,,
,,,,ܕܡܣܬܢܩܝܢ,,,ܕܡܣܬܢܩܝܢ,ܕܡܣܬܢܩܝܢ
,,,,ܡܠܟ̈ܐܥܠ,,,ܡܠܟܐ,ܡܠܟ̈ܐܥܠ
,ܥܠ,,,ܡܠܟ̈ܐ܆,ܥܠ,,ܥܠ,ܡܠܟ̈ܐ܂
,ܡܠ̈ܟܐܡܣܬܢܩܝܢ܂ܘܐܚ̈ܐ,,,ܘܕܝ̈ܢܐ,ܡ̈ܠܟܐ܁[܂܂܂]ܚ̈ܐܐܚ̈ܐ܁ܘܒܗܢ,,ܡܠܟܐܘܕܚ̈ܐ,ܘܕܝ̈ܢܐ
,ܥܠ,,,ܥܠ,,,ܥܠ,ܥܠ
,ܐܚ̈ܐ܂,,,ܕܝ̈ܢܐ܆,,,ܕܝܢ̈ܐ܂,ܕܝܢ̈ܐ܂
,ܘܒܗܢܐ,,,ܘܒܗܢܐ,,,ܘܟܗܢܐܙܒܢܐܐܣܬܢܩܢܢܕܡܘܗܒܬܝܐܬܒܨܪܘ,ܘܒܗܢܐ
,ܙܒܢܐ,,,ܙܒܢܐ,ܙܒܢܐ,,,ܙܒܢܐ
,ܡܘܗ̈ܒܬܝ,,,ܐܣܬܢܩܢ,ܡܘܗܒܬܟ,,,ܐܣܬܢܩܢ
,ܐܬܒܨܪܠܗܝܢ܂,,,ܕܡܘ̈ܗܒܬܝܐܬܒܨܪ܆,ܐܬܒܨܪܠܗܝܢ܂,,,ܕܡܘܗܒ̈ܬܝܐܬܒܨܪ܂
,ܕܟܣܦܐ,,,ܘܟܣܦܐ,ܘܟܣܦܐ,,ܘܟܣܦܐ,ܘܟܣܦܐ
,ܚܣܪ,,,ܚܣܪ,ܚܣܪ,,ܚܣܪ,ܚܣܪ
,ܡܢ,,,ܡܢ,,,ܡܢ,ܡܢ
,ܒܝܬ,,,ܒܝܬ,ܒܝܬ,,ܒܝܬ,ܒܝܬ
,ܓܙܝ̈܂,,,ܓܙ̈ܐ,ܓܙ̈ܝ,,ܓܙܐ,ܓܙܐ
,,,,ܕܝܠܝ܂,,,ܕܝܠܝ,ܕܝܠܝ܂
,,,,ܐܠܐ,,,ܐܠܐ,ܐܠܐ
,ܦܩܘܕ,,,ܦܩܘܕ,ܦܩܘܕ,,ܦܩܘܕ,ܦܩܘܕ
,ܫܕܪ,,,ܕܡܫܕܪܝܢ,ܫܕܪ,,ܡܫܕܪܝܢ,ܕܡܫܕܪܝܢ
,ܠܝܡܢܒܝܬ,,,ܠܝܡܢܒܝܬ,ܠܝܡܢܒܝܬ,,ܠܝܡܢܒܝܬ,ܠܝܡܢܒܝܬ
,ܓܙܝ̈ܟ,,,ܓܙ̈ܐ,ܓܙ̈ܝܟ,,ܓܙܐ,ܓܙܐ
,ܟܣܦܐܬܫܥܡܐܐ,,,ܕܝܠܟ,ܟܣܦܐܬܫܥܡܐܐ,,ܕܕܝܠܟ,ܕܝܠܟ
,ܟܟܪ̈ܝܢ܂,,,,ܟܟܪ̈ܝܢ,,,ـ
,,,,ܟܟܪ̈ܐ,,,ܟܟܪ̈ܐ,ܟܟܪ̈ܐ
,,,,ܬܫܥܡܐܐ܆,,,ܬܫܥܡܐܥܕ,ܬܫܥܡܐܐ܂
,ܘܥܕ,,,ܘܥܕ,ܘܥܕ,,,ܘܥܕ
,,,,ܙܒܢܐ,,,ܙܒܢܐ,ܙܒܢܐ
,ܩܠܝܠ,,,ܩܠܝܠ,ܩܠܝܠ,,ܩܠܝܠ,ܩܠܝܠ
,ܙܒܢܐܡܦܢܐ,,,ܗܦ̈ܟܢܠܕܘ̈ܟܝܬܗܝܢ܆,ܙܒܢܐܡܦܢܐ,,ܗܦܟܝܢܠܕܘܟܝܬܗ̈ܝܢ܂,ܗܦܟ̈ܢܠܕܘܟܝܬܗ̈ܝܢ
,ܐ̄ܢܐ,,,ܘܠܗܠܐܓܪܬܐ,ܐܢܐ,,ܘܠܗܠܐܓܪܬܐ,ܘܠܗܠܐܓܪܬܐ
,ܠܗܝܢ,,,,ܠܗܝܢ,,ܒܪܟܬܗ,
,ܠܕܘܟܬܗܝܢ܂,,,,ܠܕܘܟܬܗܘܢ܂,,,
,ܘܠܗܕܐܐܓܪܬܐ,,,,ܘܠܗܕܐܐܓܪܬܐ,,,
,ܟܪܟܬܗ,,,ܟܪܟܬܗ,ܟܪܟܬܗ,,,ܟܪܟܬܗ
,ܘܠܒܟܬܗܒܐܝ̈ܕܝ܂ܘܦܩܕܡܠܟܐܘܥܠܬ,,,ܘܐܥܠܬܗ܆ܐܡܪܐَܢܐܕܝܢܪ̈ܘܪܒܢܝܟ,ܘܠܒܟܬܗܒܐܝ̈ܕܝ܂ܘܦܩܕܡܠܟܐܘܥܠܬ,,ܘܐܥܠܬܗ,ܘܐܥܠܬܗ
,ܩܕܡܘܗܝ܂,,,,ܩܕܡܘܗܝ,,ܩܕܡܘܗܝܐܡܪܡܢܪܘܪ̈ܒܢܝܟܘܐܦܠܐ,ܐܡܪܐܢܐܡܢܪܘܪ̈ܒܢܝܟ܂
,ܘܐܡܪܬܠܗ܂,,,ܐܦܠܐ,ܘܐܡܪܬܠܗ܂,,,ܐܦܠܐ
,,,,ܒܡܨܪܝܢ,,,ܒܡܨܪܝܢ,ܒܡܨܪܝܢ
,ܟܒܪ,,,,,,,
,,,,ܐܫܬܡܥܬ,,,ܐܫܡܥܪܬ,ܐܫܬܡܥܬ
,ܒܗܕܐܐܓܪܬܐ,,,,ܒܗܕܐܐܓܪܬܐ,,,
,,,,,ܟܒܪ,,,
,ܐܝܬ,,,,ܐܝܬ,,,
,,,,ܡܠܬܐ,ܡܠܬܐ,,ܡܠܬܐ,ܡܠܬܐ
,ܡܠܬܐܕܠܐ,,,ܕܟܬܝܒܐ,ܡܠܬܐܕܠܐ,,ܕܟܬܝܒܐ,ܕܟܬܝܒܐ
,,,,ܒܗܕܐ,,,ܒܗܕܐ,ܒܗܕܐ
,,,,,ܫܡ,,,
,,,,,,,ܐܓܪܬܐ,
,ܫܡܝܥܐܠܟ܂ܘܟܕ,,,ܐܓܪܬܐ܆,ܫܡܝܥܐܠܟ܂ܘܟܕ,,,ܐܓܪܬܐ܂
,ܩܪܝܬܗܩܕܡܘܗܝܘܩܕܡܪܘܪ̈ܒܢ܏ܘ܂ܪܘܪ̈ܒܢܘܗܝ܂,,,ܕܠܐܠܟ,ܩܪܝܬܩܕܡ̈ܝܗܘܢ܂,,ܕܠܐܠܟ,ܕܠܐܠܟ
,ܐܝܟܕܦܩܝܕܝܢ,,,ܫܡܝܢܐ,ܐܝܟܕܦܩܝܕܝܢ,,ܫܡܝܥܐ,ܫܡܝܥܐ
,ܗ̄ܘܘ,,,ܘܐܦܠܐܠܚܕܡܢ,ܗܘܘ,,ܘܐܦܠܐܠܚܕܡܢ,ܘܐܦܠܐܠܚܕܡܢ
,ܡܢ,,,ܗܢܘܢܕܐܡܪܝܢ,ܡܢ,,ܐܡܪܝܢ,ܗܢܘܢܕܐܡܪܝܢ
,ܡܠܟܐ܂,,,ܟܠܗܘܢܫܡܝܥܐ,ܡܠܟܐ,,ܟܠܗܘܢܫܡܝܥܐ,ܟܠܗܘܢܫܡܝܥܐ
,ܩܥܘ,,,ܠܢ܆,ܩܥܘ,,ܠܢܒܫܪܪܐ,ܠܢ܂
,ܘܐܡܖܘ,,,ܘܒܫܪܪܐ,ܘܐܡܪܘ܁,,,ܘܒܫܪܪܐ
,ܗܕܐ,,,ܐܝܬܝܗ܆ܘܟܕ,ܗܕܐ,,ܐܝܬܝܗ,ܐܝܬܝܗ
,ܫܡܝܥܐܠܟܠܢܘܐܝܬܝܗ܂,,,,ܫܡܝܥܐ܂[܂܂]ܠܢܘܐܝܬܝܗ,,ܟܕ,ܘܟܕ
,ܗܝܕܝܢܐܢܐܐܡܪܬ,,,ܩܪܐܘܗ,ܗܝܕܝܢܐܢܐܐܡܪܬ,,ܩܪܐܘܗ,ܩܪܐܘܗ
,ܠܗܘܢ܂ܗܐ,,,ܠܬܓܪܬܐ,ܠܗܝܢ[܂]ܣ[܂]ܐ,,ܠܐܓܪܬܐ,ܠܐܓܪܬܐ
,ܬܫܥܡܐܐ,,,ܬܡܗܘ,ܬܫܥܡܐܐ,,ܬܡܗܘ,ܬܡܗܘ
,ܟܟܪ̈ܝܢ,,,ܗَܘܘ܆,ܟܟܪ̈ܝܡ,,ܗܘܘܐܡܪܠܝܡܠܟܐܒܥܝ,ܗ̄ܘܘ܂
,ܚܝܒܐܡܨܪܝܢ,,,ܘܐܡܪܠܝܡܠܟܐ,ܚܝܒܐܡܨܪܝܢ,,,ܘܐܡܪܠܝܡܠܟܐ
,ܠܐܬܘܪ,,,,ܠܐܬܘܪ܂,,,܂
,ܘܟܕܫܡܥܡܠܟܐܬܡܗ܂ܗܝܕܝܢܐܡܪ,,,ܒܢܝ,ܘܟܕܫܡܥܡܠܟܐܬܡܗ܂ܗܝܕܝܢܐܡܪ,,,ܒܢܝ
,ܠܝ,,,ܠܝܐܚܝܩܪ,ܠܝ܂,,ܠܝܐܚܝܩܪ,ܠܝܐܚܝܩܪ
,ܒܝܪܬܐܚܕܐ,,,ܒܝܪܬܐܚܕܐ,ܒܝܪܬܐܚܕܐ,,ܒܪܝܐܚܕܐ,ܒܝܪܬܐܚܕܐ
,ܒܥܢܐ,,,ܒܝܬ,ܒܥܐܐܢܐ,,,
,ܕܐܒܢܐ,,,ܫܡܝܐ,ܕܐܒܢܐ,,,ܫܡܝܐ
,ܒܝܬ,,,ܠܐܪܥܐ܆,ܒܝܬ,,ܒܝܬ,ܠܐܪܥܐ܂
,ܐܪܥܐܠܫܡܝܐ܂,,,,ܫܡܝܐ,,,
,,,,,ܠܐܪܥܐ܂,,ܠܐܪܥܐ܂,
,ܘܢܗܘܐܪܘܡܗ,,,ܘܬܗܘܐ,ܘܢܗܘܐܪܘܡܗ,,ܘܬܗܘܐ,ܘܬܗܘܐ
,,,,ܪܡܐ,,,ܪܘܡܐ,ܪܡܐ
,ܡܢܐܪܥܐܐܠܦ,,,ܡܢܐܪܥܐܐܠܦ,ܡܢܐܪܥܐܐܠܦ,,ܡܢܐܪܥܐܐܠܦ,ܡܢܐܪܥܐܐܠܦ
,ܓܦ̈ܝܢ܂,,,ܐܡܝ̈ܢ܇ܘܒܗܒܫܥܪܬܐ,ܓܦܝ̈ܢ܂,,ܐܡܝܢ,ܐܡܝ̈ܢ܂
,ܗܝܕܝܢ,,,,ܗܝܕܝܢ,,ܘܒܗܒܫܥܬܐ,ܘܒܗܒܫܥܬܐ
,ܐܦܩܬ,,,ܐܦܩܬ,ܐܦܩܬ,,ܐܦܩܬ,ܐܦܩܬ
,ܒ̈ܢܝ,,,ܒܢܝ̈ܢܫܪ̈ܐܡܢ,ܒ̈ܢܝ,,ܒܢܝ̈ܢܫܪ̈ܐܡܢ,ܒܢܝ̈ܢܫܪ̈ܐܡܢ
,ܢܫܪ̈ܐܘܩܛܪܬ,,,ܕܘ̈ܟܝܬܗܘܢ܆ܘܩܛܪܬܓܝ̈ܓܠܐ,ܢܫܪ̈ܐ܂[܂܂]ܛܪܬ,,ܕܘܟܝܬܗ̈ܝܢܘܫܛܘܝܬܓܝܓܠܐܒܪ̈ܓܠܝܗܘܢ,ܕܘܟܝܬܗ̈ܘܢ܆ܘܩܛܪܐܓܝܓ̈ܠܐ
,ܓܪ̈ܓܐܒܪ̈ܓܠܝܗܘܢ܂,,,ܒܡܫܘܚܬܐ,ܓܪ̈ܓܐܒܪ̈ܓܠܝܗܘܢ܂,,ܒܡܫܘܚܬܐ,ܒܡܫܘܚܬܐ
,ܘܐܪܟܒܬ,,,ܘܣܡܬ,ܘܐܪܦܒܬ,,ܐܪܟܐ,ܘܣܡܬ
,ܥܠܝܗܘܢ,,,ܥܠܝܗܘܢ,ܥܠܝܗܘܢ,,ܥܠܝܗܘܢ,ܥܠܝܗܘܢ
,ܛ̈ܠܝܐ܂,,,ܛܠܝ̈ܐ,ܛ̈ܠܝܐܘܐܡܪܝܢ܂,,ܛܠܝܐ,ܛܠܝ̈ܐ܂
,,,,ܗܢܘܢ,,,ܗܢܘܢ,ܗܢܘܢ
,ܘܐܡܪܝܢ,,,ܘܐܡܪܝܢ,,,ܘܐܡܪܝܢ,ܘܐܡܪܝܢ
,ܗ̄ܘܘ܂,,,,,,,
,ܛܝܢܐ,,,ܛܝܢܐ,ܛܝܢܐ,,ܛܝܢܐ,ܛܝܢܐ
,ܡܠܛܐ܂,,,ܘܡܠܛܐ܆,ܡܠܛܐ,,ܡܠܛܐ,ܘܡܠܛܐ܆
,,,,,ܠܒ̈ܢܐ,,,
,ܐܪ̈ܚܐ,,,ܐܪ̈ܚܐ,ܐܪ̈ܚܐ,,ܐܪ̈ܚܐ,ܐܪ̈ܚܐ
,ܠܒܢ̈ܐ܂ܐܘܫܛܘ,,,ܘܠܒ̈ܢܐ,ܘܫܛܘܠܐܪܕܟܠܐ,,ܠܒܢ̈ܐ,ܘܠܒܢ̈ܐ
,,,,ܐܣܩܘ,,,ܐܣܩܘ,ܐܣܩܘ
,ܠܐܪ̈ܕܟܠܐ,,,ܠܐܪ̈ܕܟܠܐ,,,ܠܐܪܕܟܠܐ,ܠܐܪ̈ܕܟܠܐ
,ܕܒܛܝܠܝܢ܂,,,ܕܡܠܟܐ,ܕܒܛܝܠܝܢ܂,,ܕܡܠܟܐ,ܕܡܠܟܐ
,ܡܪܐܐܓܪܐܡܙܘܓ܂,,,ܕܒܛܝܠܝܢ܆ܘܪ̈ܓܐܕܦܠܝܚܝܢܢ,ܡ[܂܂]ܐܐܓܪ[܂܂]ܡܙܘ[܂܂],,ܕܒܛܝܠܝܢܘܡܪܓܐ,ܕܒܛܠܝܠܝܢ܂ܘܡܪ̈ܓܐ
,ܘܟܕܚܙܐܡܠܟܐܬܘܗ܂,,,,ܘܟܕܚܙܐܡܠܟܐܬܘܗ܂,,ܕܦܠܚܝܢܢ,ܕܦܠܚܝܢܢ
,,,,ܥܡܗܘܢܡܙܘܓܘ,ܗ[܂],,ܥܡܗܘܢܡܙܘܓܘ,ܥܡܗܘܢܡܙܘܓܘ
,,,,ܠܢ܆,,,ܠܢ܂,ܠܢ܂
,,,,ܘܟܕܚܙܘ,,,ܘܟܕܚܙܘ,ܘܟܕܚܙܘ
,,,,ܪ̈ܘܪܒܢܐ,,,ܪ̈ܘܪܒܢܐ,ܪܘܪ̈ܒܢܐܬܡܗܘ܂
,,,,ܬܡܗܘ܆ܗܝܕܝܢ܆ܗܝܕܝܢܐܠܐ,,,ܬܡܗܘ,
,ܗܝܕܝܢ,,,,,,ܗܝܕܝܢ,ܗܝܕܝܢ
,ܐܢܐ,,,,ܐܢܐ,,ܐܢܐ,ܐܢܐ
,ܐܚܝܩܪܢܣܒܬ,,,ܐܚܝܩܪܢܣܒܬ,ܐܚܝܩܪܢܣܒܬ,,ܐܚܝܩܪܢܣܒܬ,ܐܚܝܩܪܢܣܒܬ
,ܙܩܬܐ,,,ܠܝ,unknown,,ܠܝ,ܠܝ
,ܘܡܚܐ,,,ܚܘܛܪܐ܆,ܘܡܚܐ,,ܚܘܛܪܐ,ܚܘܛܪ̈ܐ
,ܗ̄ܘܝܬܠܪܘܪ̈ܒܢܐ,,,ܘܗܘܝܬܡܚܐ,ܗܘܝܬܠܪܘܪ̈[܂܂܂],,ܘܗܘܝܬܡܚܐ,ܘܗܘܝܬܡܚܐ
,ܕܡܠܟܐ܂,,,ܐَܢܐ,ܕܡܠܟܐ܂,,ܐܢܐ,ܐ̄ܢܐ
,,,,ܠܗܘܢܠܪܘܪ̈ܒܢܘܗܝ,,,ܠܗܘܢܠܪܘܪ̈ܒܢܘܗܝ,ܠܗܘܢܠܪܘܪ̈ܒܢܘܗܝ
,ܥܕܡܐ,,,ܥܕܡܐ,ܥܕܡܐ,,ܥܕܡܐ,ܥܕܡܐ
,ܕܟܠܗܘܢܥܪܩܘ܂,,,ܕܥܪܩܘ܆,ܕܟܠܗܘܢܥܪܩܘ܂,,ܕܥܪܩܡܛܠܕܢܗܘܢ,ܕܥܪܩܘ
,,,,ܡܛܠܕܢܗܘܘܢ,,,,ܡܛܠܕܢܗܘܘܢ
,,,,ܡܣܩܝܢܡܕܡܕܡܬܒܢܐ,,,ܡܣܩܝܢܡܕܡܕܡܬܒܢܐ,ܡܣܩܝܢܡܕܡܕܡܬܒܢܐ
,,,,ܠܒܢܝܢܐ܇,,,ܠܒܢܝܢܐ܂,ܠܒܢܝܢܐ܂
,ܗܝܕܝܢ,,,ܗܝܕܝܢ,ܗܝܕܝܢ,,ܗܝܕܝܢ,ܗܝܕܝܢ
,ܡܠܟܐܐܬܬܦܝܪܒܝܘܐܡܪܠܝ܂ܡܫܢܐ,,,ܡܠܟܐܐܡܪ,ܡܠܟܐܐܬܬܦܝܪܒܝܘܐܡܪܠܝ܂ܡܫܢܐ,,ܡܠܟܐܐܡܪ,ܡܠܟܐܐܡܪ
,,,,ܠܝ܆,,,ܠܝ,ܠܝ܂
,ܫܢܝܬܠܟ,,,ܫܢܝܬܠܟ,ܫܢܝܬܠܟ,,ܫܢܝܬܠܟ,ܫܢܝܬܠܟ
,ܐܚܝܩܪ܂,,,ܐܚܝܩܪ܆,ܐܚܝܩܪ,,ܐܚܝܩܪ,ܐܚܝܩܪ
,ܡܢܘ,,,ܡܢܘ,ܡܢܘ,,ܡܢܘ,ܡܢܘ
,ܡܨܐܠܡܣܩܘܡܕܡܠܗܠܝܢ܂,,,ܡܫܟܚܕܢܣܩ,ܡܨܐܠܡܣܩܘܡܕܡܠܗܠܝܢ܂,,ܡܫܟܚܕܢܣܩ,ܡܫܟܚܕܢܣܩ
,,,,ܠܗܘܢܗܘܡܕܡ,,,ܠܗܘܢ܂ܡܕܡܕܒܥܝܢ,ܠܗܘܢܗܘܡܕܡ
,,,,ܕܒܥܝܢ܆,,,,ܕܒܢܝܟ܂
,ܘܐܢܐܐܡܪܬ,,,ܘܐܢܐܐܡܪܬ,ܘܐܢܐܐܡܪܬ,,ܘܐܢܐܐܡܪܬ,ܘܐܢܐܐܡܪܬ
,ܠܗ܂ܡܛܠܫܪܒܗ,,,ܠܗܘܠܡܢܐܗܟܝܠܫܡܗܕܣܪܚܕܘܡ,ܠܗ܂ܡܛܠܫܪܒܗ,,ܠܗܘܠܡܢܐܗܟܝܠܫܡܗܕܣܪܚܕܘܡ,ܠܗܘܠܡܢܐܗܟܝܠܫܡܗܕܣܪܚܕܘܡ
,,,,ܒܦܘܡܟܘܢ,ܕܣܢܚ,,,ܒܦܘܡܟܘܢ
,ܕܣܢܚܪܝܒ,,,ܡܝܬܝܬܘܢ܆,ܕܣܢܚܪܝܒ,,,ܡܝܬܝܬܘܢ܂
,ܡܪܝ,,,ܗܘ,ܡܪܝ,,ܡܪܝ,ܗܘ
,ܡܕܡ,,,,ܡܕܡ,,ܡܝܬܝܬܟܘܢ܆ܘܗܐ,
,ܠܐܬܐܡܪܘܢ܂,,,,ܐܡܪܝܬܘܢ܂,,,
,,,,,,,ܘܒܥܐ,
,ܕܐܠܘ,,,ܕܐܠܘ,ܕܐܠܘ,,,ܕܐܠܘ
,ܩܪܝܒ,,,ܬܢܢ,ܩܪܝܒ,,,ܬܢܢ
,ܗ̄ܘܐ܉,,,ܗَܘܐܘܒܢܐܗَܘܐ,ܗܘܐ,,ܗܘܐ,ܗ̄ܘܐ
,,,,,,,,ܘܒܥܐ
,,,,,,,,ܗ̄ܘܐ
,,,,ܕܢܒܢܐ,,,ܕܢܒܢܐ,ܕܢܒܢܐ
,ܬܪ̈ܬܝܢ,,,ܬܪ̈ܬܝܢ,ܬܪܬܝܢ,,ܬܪܬܝܢ,ܬܪ̈ܬܝܢ
,ܒܝܪ̈ܢ,,,,ܒܝܪ̈ܢ,,,
,,,,ܒܝܘܡܐ,,,ܒܝܘܡܐ,ܒܝܘܡܐ
,,,,ܚܕ,,,ܚܕ,ܚܕ
,ܒܢܐ,,,,ܒܢܐ,,,
,,,,ܒܢܐ,,,ܒܢܐ,ܒܢܐ
,ܗ̄ܘܐܒܚܕܝܘܡܐ܂,,,,ܗܘ,,,
,,,,,ܒܝܘܡܐ,,,
,,,,ܗَܘܐ܆,,,ܗܘܐܐܡܪܠܝ,ܗ̄ܘܐ܂
,,,,,ܚܕ܂,,,
,ܘܐܡܪܠܝ,,,,ܘܐܡܪܠܝ,,,
,ܡܠܟܐ܂,,,,ܡܠܟܐ,,,
,ܥܒܪܠܟ,,,ܥܒܪܠܟ,ܥܒܪܠܟ,,ܥܒܪܠܟ,ܥܒܪܠܟ
,,,,ܡܟܝܠܡܢ,,,ܡܒܝܢ,ܡܟܝܠܡܢ
,ܡܢ,,,ܡܫܪܬܐ,ܡܢ,,ܡܢ,ܡܢܪܬܐ
,ܒܝܪܬܐ,,,,ܒܝܪܬܐ܂,,ܡܥܪܬܐܘܠܨܦܪܐܬܐܠܘܬܝ,
,ܐܚܝܩܪܘܙܠ,,,,ܐܚܝܩܪܘܙܠ,,,
,ܠܐܫܦܙܟ܂,,,,ܠܐܫܦܙܟ܂ܠܨܦܪܐܬܐܠܘܐܝܬܘܗܝ,,,
,ܘܠܨܦܪܐܬܐ,,,ܘܠܨܦܪܐܬܐ,,,,ܘܠܨܦܪܐܬܐ
,ܠܘܬܝ܂,,,ܠܘܬܝ܆,,,,ܠܘܬܝ܂
,ܘܟܕ,,,ܘܟܕ,,,ܘܟܕ,ܘܟܕ
,ܗܘܐܨܦܪܐ,,,ܗܘܐܨܦܪܐ,ܗܘܐܨܦܪܐ,,ܗܘܐܨܦܪܐ,ܗܘܐܨܦܪܐ
,ܥܠܬ,,,ܥܠܬ,[܂]ܠܬܩܕܡܘܗܝܘܐܡܪ[܂܂]ܢܘܚ,,ܥܠܬ,ܥܠܬ
,ܩܕܡܘܗܝ܂,,,ܠܘܬܗ,,,ܠܘܬܗ,ܠܘܬܗ
,ܘܐܡܪܠܝ,,,ܘܐܡܪܠܝ,,,ܘܐܡܪܠܝ,ܘܐܡܪܠܝ
,ܚܘܢܝ,,,,,,,
,ܐܚܝܩܪ,,,ܐܚܝܩܪ,ܐܚܝܩܪ,,ܐܚܝܩܪ,ܐܚܝܩܪ
,,,,ܚܘܢܝ,,,ܚܘܢܝ,ܚܘܢܝ
,ܡܢܐ,,,,ܡܢܐ,,,
,ܐܝܬܝܗ,,,,[܂܂܂]ܗ,,,
,ܨܒܘܬܐ,,,ܨܒܘܬܐ,ܨܒܘܬܐ,,ܨܒܘܬܐ,ܨܒܘܬܐ
,ܗܕܐ܂ܣܘܣܝܗܕܡܪܟ,,,ܗܕܐܕܓܕܫܬ,ܗܕܐ܂ܣܘܣܝܗܕܡܪܟ,,ܗܕܐܕܓܕܫܬ,ܗܕܐܕܓܕܫܬ
,,,,ܠܝ܆,ܢܨܗܠܒܐܬܘܪ܂,,ܠܢܣܘܣܝܥܘܫܢܐܕܡܪܟ܂,ܠܝ܂
,,,,ܣܘܣܝܐܐܘܫܢܐܕܡܪܟ,,,,ܣܘܣܝܐܐܘܫܢܐܕܡܪܟ
,ܨܗܠ,,,ܨܗܠ,,,ܨܗܠ,ܨܗܠ
,ܒܐܬܘܪ܉,,,ܒܐܬܘܪ,,,ܒܐܬܘܪ,ܒܐܬܘܪ
,,,,ܘܢܝܢ̈ܘܐ܆,,,ܘܢܝܢܘܐܘܫܡܥܝܘܠܗܪܟܒܬܐܕܗܪܓܐܘܝܚܛܢܥܘܠܝܗܝܢ,ܘܢܝܢܘܐ܂
,ܘܫܡܥܩܠܗ,,,ܘܫܡܥܩܠܗ,ܘܫܡܥܩܠܗ,,,ܘܫܡܥܩܠܗ
,ܣܘܣ̈ܝܬܢܗܪܟܐ,,,ܪܟܫܬܐ,ܪ̈ܟܫܬܢ܂,,,ܪ̈ܟܫܬܐ
,ܘܝܚܛ,,,ܕܗܪܟܐܘܚܝܛ,ܘܝܚܛ,,,ܕܗܪܟܐܘܚܝܛ
