Brit_Libr_Or_9321,Brit_Mus_Add_7209,Cod_Arab_236,DFM_00614,Mingana_Syr_258,Sachau_290_Sachau_339,Vat_sir_159
الملكانّرعاةاسراب,,,,,,
,هذا,,هذا,,هذا,هذا
,,,مثلك,,,
بقر,,,,,,
,المثل,المثل_,,,المثل,المثل
,رعوان,رعوان,رعوان,رعوان,رعوان,رعوان
آثورونينوىيعرفونه,,,,,,
,,بقر,بقر,بقر,بقر,
هذاالمثل_فانّالبنّآءهواللهالذي,,,,,,
,,,آثورونينوىيعرفونه,,,
,اتور,اتور,,اتور,اثورونينوى,اتور
,ونينوا,ونينوا,البنَّا,يعرفون,,
,,,,هذاالمثل_,,
,يعرفوه,يعرفوه_,,,يعرفوه,يعرفوه
,البننا,اعلمايهاالملكانالبنّا,,شرحالمثلفان,لان,اما
,,,,البنا,البنا,البنا
,هو,هو,هو,هو,هو,هو
,الله,الله,الله,الله,حق,الله
,سبحانه,تعاليوالاسطوانه,,سبحانه,سبحانه,
,وتعالى,,تعالى,وتعالى,تعالى,تعالى
,,هي,,,,
,الذي,,الذي,الذي,الذي,والسطوانههى
خلق,خلق,السنه_,خلق,بناهذهالقاعدهاعنىداير,خلق,السنه
السنةوهيالعامودنفسه_,السنه,والتمانيهالفوسبعمايةوثلثهوستينلبنههم,الدنياوالألسنه,السنه,الخلايق_والاسطوانة,همالساعاتوعقدهاالاياموالارزالاشهرالذىفيهمالاياموالعنقودينواحدالليلواحدالانهار
,,,,,هي,
,وهي,,والسنه,خلقهابحكمتهوكملهابثمانيةالاف,,والسنه
,,,هي,,السنة,هىالسطوانه
,الاسطوانه,,الاسطوانه,,,
وجعل,وجعل,,وساعات,,وجعل,وجعل
ساعات,ساعات,ساعات,,,ساعات,ساعات
السنة,السنه,السنه,السنه,,السنة,السنه
ثمانية,ثمانية,والتلتمايهوخمسهوستينحجرهم,ثمانية,,الفوسبعمايةوثلثةوستونساعة,ثمانية
آلآفوسبعمائةوثلاث,الف,,آلافوسبعمايةوثلاثة,,,الف
,وسبعمايهوثلاثه,,,وسبعمايهوثلاثه,,سبعهمايهو3و60
وستين,وستين,,وستين,وستين,,
ساعة,ساعه,,ساعه,ساعه,,ساعه
ورتَّب,وجعل,,وأيامالسنهثلاثةمايةوخمسه,ورتَّب,وجعل,وجعل
ايام,ايام,ايام,,لهافىدايرها,ايام,ايام
السنة,السنه,السنه,,,السنة,السنه
ثلثمائةوخمسةوستينيومًا_واثنتيعشرةارزًااثنتاعشرةشهرًامنالسنةوكلّارزة,ثلثمايه,والاتني,,ثلاثهمايه,ثلثمايةوخمسة,ثلاثهمايه
,وخمسه,,وستينيوم,وخمسه,وستينيوم_,و5و60
,وستينيومواثنعشر,,والأثنيعشرشجرالأرزهمشهورالسنهوشجرةالتىفيهاثلاثينقضيبعددأيامالشهر٣٠يوم,وستون,واثنيعشر,
,,,,يوم,,يوم
,,,,واقاملهااثنى,,والاثنيعشر
,ارز,,,,ارز_,ارز
,هواثنيعشر,,,,هم,هم
,,,,,اثني,الاثنيعشر
,,عشر,,عشر,عشر,
,,شجره_هماتنيعشر,,,,
,شهر,,,شهر,شهر_,شهر
,,شهر_,,,,
,وفي,,,ثمالسنهكلَّهاوفى,وفي,التىفىالسنهوجعلكلارزثلاثين
,كل,والتلاتينغصنهمتلاتينيوم_,,كل,,
,ارزثلثينقضيباعنيثلاثينايامالشهر,,,شجرةمنالارز,,
ثلاثون,وكل,,وكل,ثلاثون,,
قضيب,قضيب,,قضيب,قضيب,,قضيب
فيهعنقودان_الواحدابيضوالآخراسود,فيهعنقودينواحد,,فيهعنقودينواحد,اعنى,,اعنى
,ابيضوواحد,,أسود,ثلاثونيومعددهتكميلالشهر,,30يومالتىالشهروجعلفى
,,والعنقودينالابيض,,والعنقودينالابيض,كلقضيبعنقودينواحد,كلقضيبعنقودينواحد
,اسود,,,هوالنهار,اسود,اسود
,,والاسود_,وواحد,والاسود,وواحد,واحد
,هو,هم,أبيض,هو,ابيض_,ابيض
هما,,,هما,,هما,
الليل,الليل,الليل,الليل,الليل,الليل,الليل
والنهار_,والنهار,والنهار_,والنهار,فقال,والنهار,والنهار
ثمقال,فقال,فقال,ثمقال,,_فقالليفرعون,فقال
فرعونيااحيقارلفَّ,لي,لهفرعون,ليفرعونياحقار,,,لى
,الملكيا,الملك_,,الملك,,الملكيا
لي,,,,,,
,حيقر,ياحيقار,,ياحيقار,ياحيقار,حيقار
حبلينمنرملالبحر_,,,,,,
امّاانافقلتيامولايمُرأحدًاانيُخرجليمنالانبارحبْلًااصنعمثلهفقالليالملكيااحيقاران,افتل,اريدمنك,افتل,اريدمنك,افتل,افتل
,,,,حتى,,لى
,,تفتل,,تفتل,,
,لي,لي,لي,لي,لي,
,حبلينمنرملالبحر,حبلينمنرملالبحر_,حبلينمنرملالبحر,حبلينمنرملالبحر,حبلينمنرملالبحر_,حبلينمنرملالبحر
,وغباره,يكون,ومنغبارالأرضقلتلهآمربأن,واغباره,فقلتُ,ومنغبارهثمقلت
,ويكون,,,ويكون,له,له
,غلظهم,غلظهم,,غلظهم,,
,مثلغلظ,مثلغلظ,,نحواصبعفقلتلهارسمايهاالملك,,
,صبعفقلتللملكارسمويخرجوا,الاصبع_فقاللهحيقار,,,,
,,ارسم,,,ارسم,ارسم
,,ان,,حتى,حتى,حتى
,,يخرجوا,يخرجوا,يجيبوا,يخرجوا,يخرجون
,ليحبلمن,لي,ليحبلمن,لىحبل,ليحبلمن,لىحبل
,المخزن,من,المخزن,من,الخزانة,من
,,الخزانه,,الدكان,,الخزانه
,حتى,حتياصنعمتله_فقالفرعون,حتى,حتى,حتى,حتىافتلمثلهفقاللى
,اعملمثلهفقاللي,,أعملمثلهوأيضًاقالليإن,اعملمثلهفقاللي,اعملمثله_فقاللي,
,,دع,,دع,فرعون,
,اترك,هدا,,,اترك,اترك
,كلامك,,,عنك,عنك,عنك
,هذا,,,,هذا,هذا
,ان,الكلام_,,الكلام,الكلام_,الكلام
,,فانكنتلاتفعلدلكمااعطيتك,,الكثيرفدون,انَّ,ان
,كان,,لمتفتل,,كان,لمتفتل
,ما,,ليهؤلاء,ما,ما,لىهولاى
تعمل,تعمل,,,تعمل,تعمل,
لي,لي,,,لي,هولا,
حبالًا,هولاي,,,هذه,,
,الحبال,,الحبال,الحبال,الحبال,الحبال
,والا,,وإلاماأعطيك,والا,والّا,والا
,,,الكسيم,,,الكسيم
مااعطيك,كسيممصر,كسيممصر,,مااعطيك,كسيممصر,
,,,,كسيممصر,,مااعطيك
جزيةمصر_حينئذٍذهبتورآءالبيتوثقبتفيالحائطثقبينفدخلت,مااعطيهلك,_ففكرحيقارفينفسه_,,,مااعطيهلك,
,ففكرتيبقلبياناحيقر,ثم,,فافتكرتفى,ففكرتفي,ثم
,,انهمضاالي,,قلبي,قلبي,خرجت
,,,,اناحيقار,ومضيتُالىوراءوقفابيتالملك_,
,ومضيت,,ومضيت,ومضيت,,
,الى,,إلى,الى,,الى
,قفا,قفا,قفا,ورا,,قفا
,بيتالملك,بيتالملك_,البيت,بيتالملك,,البيت
,ونقبت,ونقب,ونقبت,ونقبت,ونقبت,ونقبت
,فيالحيط,,,فى,,فى
,,,في,,في,
,,نقبين,,,,
,,في,,,,
,,,,الحايط,,الحايط
,,الحايط,الحايط,,الحايط,
,نقبين,,نقبين,نقبين,نقبين,نقبين
,,عليوسعاصبع_فلما,,,,
,ودخلت,,ودخلت,ولما,ودخلت,حتى
,,دخلت,,دخلت,,دخلت
,,فيهم,,,,
الشمس,الشمس,الشمس_,الشمس,الشمس,الشمس,الشمس
في,في,مضاحيقار_واخدملويديه,في,ورمتشعاعها,في,
الثقبينونثّرت,,,,فى,,فى
,النقبين,,النقبين,النقوبفمليتكفوفي,النقبين,النقبين
,ومضيت,,وبقيتأرمي,,ومضيتومليتحفنتيَّ,وثم
,مليتحفنتي,,,,,مليتحفنتي
,وكفوفي,,,,,
من,من,,,من,من,من
رمل,رمل,رمل_,,رمل,رمل,رمل
البحر,البحر,واتيوفركهم,,البحر,البحر,البحر
فيالثقبينفشرعيلتفّ,وجيت,,,وجيت,وجيت,ومنغبارهفقلتلهارسمحتىيخرجونلىحبلمنالخزانهحتىاعملمثلهوبددتوه
,بدّدته,,,نحواالنقبينوالقيت,وبددت,
,في,في,في,,في,
,,,,الرمل,,
,,النقبين_,النقبين,فيهمفصاريفتلالشعاع,,
,,فبدا,رملفيحفنتيوصار,فى,,فى
,,الرمل,,,,
,النقبين,,,النقوبوالرمل,النقبين_,النقبين
,فبقييبين,يطلعوينزل,,,فبقييبين,وثمبقىتفتل
,ينفتل,,ينفتل,ينفتل,ينفتل_,
,الغبارفيشعاعالشمسوينبرممثلحبل,,,معهوالغبارايضاينبرممعه,فقلتلفرعون,
مثل,,مثل,مثل,مثل,,مثل
الحبل,,,الحبل,الحبل,,الحبل
فقلتللملك,فقلتللملك,,وقلتللملكآمر,فقلتللملك,,فقلتللملك
أمر,ارسملعبيدك,,,ياسيدىتامر,ارسملعبيدك,امر
عبيدك,,,عبيدك,عبيدكحتى,ان,عبيدكحتى
ياخذالحبلين_ثمقالفرعونيااحيقارهوذالناصخرةرحىامرهاعجيباحدهامكسورةاريدخياطتهالنافوضعوهااماميخدّامفرعون_فاذذاكرايتصخرةاخرىاصغرمنهاوهي,ياخذون,,حتىياخذوا,ياخذون,ياخذون,ياخذون
,هولاي,,,هولاى,هولا,هولاى
,الحبال,الحبال_,,الحبال,الحبال,الحبال
,وكلما,وهويبرمفيالشمس_وقالللملكارسمبانيأخذوا,,وما,ومهما,وكلما
,اردت,الحبال_,الحبال,تريد,تريد,تريد
,,فنضر,وإنأردت,,,
,,,,,,حبال
,افتللك,,افتللك,افتللك,افتللك_,افتللك
,حبال,,حبال,حبال,,
,كثيرينفعجبواايضاللملكواكابرهفقاللي,,أخركثيرينفتعجبواالملكوأكابرهفقالياحقارلنا,وغيرها,,
,,,,فتعجب,فتعجب,فتعجب
,,الملك,,الملك,فرعونواكابره_فقالفرعون,الملك
,,دلكواعجبهجدا_,,,,
,,واكابره,,واكابره,,واكابره
,,ايضاعجبوا_,,وبعدذالكقالوالى,,
,,فقال,,,,فقال
,الملك,الملك,,,,الملك
,يا,لحيقارياحكيم,,,,يا
,حيقر,,,,,حيقار
,لنا,,,لنا,لنا,لنا
,هاهنا,هاهنا,,هاهنا,ههناحجررحى,هاهنا
,حجر,حجر,حجر,حجر,,حجر
,رحل,رحا_,رحاه,رحاه,,رحاه
,وهي,وهي,وهي,وهو,وهي,وهو
,شي,شيًا,شي,حجرعجيبهقد,شيء,شي
,عجيب,عجيب,عجيب,,عجيب,مفتخروثم
,وقدانكسرتاريدمنك,وقدانكسرت_اريدمنك,وانكسرتوأريدأن,انكسر,وقدانكسرتاريدمنك,انكسر
,,,,نريدمنك,ان,اريد
,تخيطها,تخيطها,تخيطها,حتىتخيطه,تخيطها_,حتىتخيطه
,لنا,لنا_,لنا,لنا,,لنا
,وامر,وامر,فقلتحطوهاقدَّامي,وامر,وامر,وثمجعلوهقدامىفنضرتالى
,,فرعون,,عبيدهوحملواالحجروحطوه,,
,لعبيده,لعبيده,,,لعبيده,
,وحملوا,بانيجيبوا,,,انيحضروها,
,الحجر,الحجر_,,,,الحجر
,,واداهيحجرعظيمفنظرحيقارواداحجرًا,,,,وهو
,مكسور,,,,,مكسور
,وحطّوه,,,,,ثمقلتانكتعلمياسيدىالملكانى
,قدامي,,,قدامي,قدامي_,
,فنظرت,,فنظرت,فنظرت,فنظرت,
,وفي,,الحجرهوهي,وقدكانفى,في,
,قربهم,,,قربهم,قربهم,
,ايضا,,,حجرً,ايضًا,
,حجر,,,,حجر,
,اخر,اخر,,اخر,اخر,
,,مقطوعهناك_فامرحيقاروجابوا,,مثلذالكالحجروهو,,
,ايضامكسور,,,ايضامكسور,,
,مثل,,,مثلهفحملتهوالقيته,,
,تلكالحجر,تلكالحجر,,,,
,الرحاوهيايضا,الاخرهوقاللفرعون_تعلمياسيدي,,,,
,مكسوره,,مكسوره,,,
,مثلذيكفمضيتحملتوهاوالقيتوها,,أيضًافجبتحجر,,,
,,,مثلها,,مثلها_,
مكسورة,,,وحطيتوهاقدَّام,,مكسورة,
فاخذتهاووضعتهابينيديفرعونوقلتلهيكونمعلومكيامولاي,,,,,فمضيتوحملتهاوالقيتها,
الملكانني,قدام,الملك_انني,,قدام,قدام,
,فرعون,,,الملك,فرعون,
,الملكوقلت,,فرعون,فرعون,_,
,,,وقلتلهتعلميا,وقلتلهتعلميا,وقلتلهتعلميا,
,,,سيدي,سيدىالملك,سيدي,
,اني,,الملكأنيأنا,اني,اني,
,انا,,,انا,انا,انا
,هاهنا,هاهنا,هاهنا,هاهنا,ههنارجلًا,هاهنا
,,,,قدجيتاليكموانا,,
,رجل,رجل,رجل,رجل,,رجل
,غريب,غريب_,غريب,غريب,غريب,غريب
انا,انا,وليسلي,,,,
رجلهناولماجلب,وما,,وما,وما,وما,وما
,جبت,,جبت,,جبت,جبت
معي,معي,,معي,معي,معي,معي
آلة,الة,عدة,آلة,عدة,آلة,التالاساكفه
الاسكافةفامراصدقاءك,اساكفه,اساكفه_,الأسكفيَّهوإن,الاسكفهفتامرمن,الاسكفة_,
,,اريد,,,اريدمنك,اريدمنك
,,ان,,,ان,ان
,تامر,تامر,تأمر,,تأمر,تامر
,صدقاتك,من,الأسكافيهالذي,صدقاتك,صدقاتك,صدقاتك
الاساكفة,للاسكفهالذين,,,الاسكفةالذىعندكمويجونيقدَّوا,للأساكفةالذي,الاساكفة
الموجودين,لك,,,,لك,التىفى
في,في,في,في,,في,
مدينتك,المدينهويقدّوا,هدهالبلدمنالاساكفه_انيقدواليَّمنهدهالحجرخيط_حتياخيطلكهده,مدينتك,,المدينةانيقدَّ,مدينتك
فيقطعون,,,ويقدوا,,,حتىيجونيقدون
ليمنهذه,ليمنهذه,,ليمنهذه,لىمنهذا,ليمنهذه,لىمنهذا
الصخرةقدّاحتىاخيّطهالكمعاجلاًحينئذٍتعجبفرعونواكابرهمناحيقارالحكيمومدحوهوقالوامباركهو,الحجر,الحجر,الحجر,,الحجرة,
,التيحملتقدّهحتىاخيّط,الكبيره_عندذلكظحكالملكومنكانحاظرمن,قدَّهحتىأخيطها,,,
,الحجر,,,الحجر,,الحجر
